序号,代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
4781,301072,中捷精工,25.95,-2.22,-0.59,16838,43760663.0,2.94,26.48,25.7,26.28,26.54,2.27,5.05,118.67,3.35
4782,300476,胜宏科技,21.99,-2.22,-0.5,77603,171591205.75,2.76,22.45,21.83,22.29,22.49,1.38,0.91,27.53,2.65
4783,603737,三棵树,61.99,-2.22,-1.41,18454,114233324.0,3.72,63.36,61.0,62.97,63.4,2.83,0.35,44.18,11.56
4784,301069,凯盛新材,20.21,-2.23,-0.46,8935,18174585.0,3.77,20.88,20.1,20.88,20.67,2.3,0.64,41.24,5.83
4785,603217,元利科技,19.75,-2.23,-0.45,5247,10478119.0,2.97,20.29,19.69,20.15,20.2,2.33,0.26,16.24,1.36
4786,000155,川能动力,11.85,-2.23,-0.27,44454,52944713.68,2.56,12.12,11.81,12.11,12.12,1.92,0.34,19.15,3.0
4787,301267,华厦眼科,45.63,-2.23,-1.04,8506,38993677.0,3.13,46.76,45.3,46.48,46.67,1.43,0.95,54.03,7.22
4788,688118,普元信息,25.0,-2.23,-0.57,28305,71231872.0,5.16,26.01,24.69,26.01,25.57,2.86,2.97,-38.08,2.83
4789,688187,时代电气,38.13,-2.23,-0.87,11062,42467188.0,2.77,39.14,38.06,38.99,39.0,2.08,0.43,23.39,1.54
4790,300605,恒锋信息,14.02,-2.23,-0.32,9047,12797030.0,3.07,14.45,14.01,14.45,14.34,1.42,0.79,414.63,4.24
4791,002216,三全食品,14.02,-2.23,-0.32,26910,37874187.4,2.58,14.33,13.96,14.2,14.34,4.15,0.43,14.11,3.07
4792,300491,通合科技,24.05,-2.24,-0.55,15791,38192135.0,2.44,24.58,23.98,24.44,24.6,1.06,1.02,58.29,4.01
4793,001308,康冠科技,24.46,-2.24,-0.56,7234,17879651.63,2.84,25.15,24.44,25.15,25.02,2.86,1.01,15.28,2.75
4794,300513,恒实科技,12.66,-2.24,-0.29,26466,33852759.0,2.55,12.94,12.61,12.9,12.95,1.66,0.94,60.39,1.66
4795,600636,国新文化,10.04,-2.24,-0.23,30387,30743435.0,2.43,10.28,10.03,10.23,10.27,1.11,0.69,192.25,1.67
4796,600152,维科技术,6.97,-2.24,-0.16,47327,33173340.0,2.24,7.12,6.96,7.11,7.13,1.5,0.9,-28.75,1.99
4797,688401,路维光电,30.91,-2.25,-0.71,11320,35015697.0,3.07,31.63,30.66,31.38,31.62,1.54,1.0,42.3,4.32
4798,300093,金刚光伏,15.23,-2.25,-0.35,24325,37649699.0,4.11,15.86,15.22,15.58,15.58,1.66,1.13,-15.51,-45.09
4799,002505,鹏都农牧,1.74,-2.25,-0.04,315031,55368042.0,1.69,1.77,1.74,1.77,1.78,1.69,0.49,-28.49,2.12
4800,002979,雷赛智能,18.26,-2.25,-0.42,14792,26975734.49,3.85,18.77,18.05,18.58,18.68,2.32,0.69,37.48,4.56
4801,301234,五洲医疗,37.82,-2.25,-0.87,24036,91355796.96,4.55,39.26,37.5,39.21,38.69,3.61,13.04,35.52,3.54
4802,603717,天域生态,6.52,-2.25,-0.15,17662,11594642.0,2.4,6.66,6.5,6.63,6.67,2.34,0.61,-10.41,1.8
4803,002371,北方华创,243.1,-2.25,-5.6,20055,490924232.41,2.41,248.5,242.51,248.2,248.7,1.15,0.38,35.8,5.99
4804,688205,德科立,55.03,-2.26,-1.27,5948,32817996.0,2.38,56.0,54.66,55.94,56.3,1.28,1.22,58.0,2.59
4805,300551,古鳌科技,20.72,-2.26,-0.48,36227,75890751.0,3.77,21.5,20.7,21.5,21.2,1.68,1.43,-150.28,6.82
4806,833943,优机股份,6.9,-2.27,-0.16,674,469496.93,1.56,7.01,6.9,7.01,7.06,2.66,0.16,9.22,1.35
4807,600360,华微电子,6.9,-2.27,-0.16,80412,55772305.0,2.41,7.05,6.88,7.05,7.06,1.42,0.84,324.9,2.05
4808,688216,气派科技,25.44,-2.27,-0.59,2881,7345270.0,3.42,26.15,25.26,26.15,26.03,1.79,0.66,-19.47,3.35
4809,000615,*ST美谷,3.88,-2.27,-0.09,188422,75085857.98,5.54,4.07,3.85,3.97,3.97,2.24,2.47,-35.93,-14.61
4810,300684,中石科技,19.83,-2.27,-0.46,39698,79273716.0,3.01,20.35,19.74,20.0,20.29,1.29,2.18,85.68,3.2
4811,603066,音飞储存,9.91,-2.27,-0.23,13450,13441438.0,2.66,10.14,9.87,10.11,10.14,2.61,0.45,18.31,2.26
4812,002156,通富微电,18.95,-2.27,-0.44,120326,228688173.42,2.73,19.35,18.82,19.25,19.39,1.57,0.79,-76.46,2.12
4813,300398,飞凯材料,15.93,-2.27,-0.37,29660,47685780.2,2.76,16.35,15.9,16.3,16.3,1.91,0.56,24.15,2.27
4814,688225,亚信安全,17.21,-2.27,-0.4,2747,4780155.0,3.12,17.76,17.21,17.72,17.61,1.47,0.14,-20.09,2.95
4815,300623,捷捷微电,17.64,-2.27,-0.41,21518,38303465.0,2.88,18.13,17.61,18.11,18.05,2.06,0.34,67.61,3.91
4816,300346,南大光电,30.52,-2.27,-0.71,53228,163578790.68,1.89,31.1,30.51,31.02,31.23,1.41,1.04,54.5,7.51
4817,300530,领湃科技,18.43,-2.28,-0.43,1865,3467814.0,2.81,18.94,18.41,18.94,18.86,2.07,0.12,-23.68,9.67
4818,002938,鹏鼎控股,20.99,-2.28,-0.49,47687,100514161.37,3.17,21.6,20.92,21.6,21.48,1.48,0.21,30.0,1.79
4819,688335,复洁环保,14.56,-2.28,-0.34,4839,7094480.0,3.15,15.01,14.54,14.79,14.9,2.1,0.48,22.8,1.74
4820,300201,海伦哲,4.71,-2.28,-0.11,211938,100697928.9,2.49,4.82,4.7,4.75,4.82,1.91,2.04,39.44,3.45
4821,301086,鸿富瀚,44.95,-2.28,-1.05,3240,14670200.0,2.3,46.0,44.94,46.0,46.0,2.28,1.0,34.5,2.17
4822,002990,盛视科技,29.96,-2.28,-0.7,8139,24584629.0,2.54,30.68,29.9,30.59,30.66,1.34,0.61,30.34,3.47
4823,002168,惠程科技,4.28,-2.28,-0.1,87852,38015251.1,3.65,4.43,4.27,4.43,4.38,3.05,1.12,-32.94,-127.51
4824,831305,海希通讯,9.84,-2.28,-0.23,404,397765.71,2.28,10.01,9.78,10.01,10.07,0.71,0.04,30.0,1.84
4825,300415,伊之密,17.96,-2.29,-0.42,25512,46012571.0,3.43,18.46,17.83,18.41,18.38,1.82,0.6,16.74,3.42
4826,301210,金杨股份,48.32,-2.29,-1.13,14985,72138535.45,2.02,48.7,47.7,48.68,49.45,1.64,9.12,54.81,2.22
4827,688507,索辰科技,117.1,-2.29,-2.74,682,8000344.0,4.78,121.85,116.12,121.5,119.84,1.37,0.5,-111.77,2.55
4828,688139,海尔生物,37.55,-2.29,-0.88,10753,40683133.0,3.12,38.66,37.46,38.59,38.43,1.52,0.34,21.44,2.89
4829,300946,恒而达,32.26,-2.3,-0.76,4333,14053916.4,3.33,33.16,32.06,33.1,33.02,2.21,1.27,37.63,3.57
4830,300861,美畅股份,40.32,-2.3,-0.95,5062,20516547.22,2.67,41.3,40.2,40.92,41.27,1.59,0.18,10.84,3.37
4831,000002,万  科Ａ,12.3,-2.3,-0.29,334743,415238926.53,2.86,12.61,12.25,12.56,12.59,2.91,0.34,7.43,0.6
4832,002079,苏州固锝,11.87,-2.3,-0.28,72342,86399525.0,2.47,12.15,11.85,12.14,12.15,2.12,0.91,86.43,3.44
4833,600337,美克家居,2.54,-2.31,-0.06,94112,24092155.0,2.69,2.6,2.53,2.59,2.6,2.85,0.64,-21.68,0.92
4834,300504,天邑股份,20.32,-2.31,-0.48,59448,121503548.29,3.99,21.03,20.2,20.87,20.8,1.6,2.77,29.05,2.43
4835,300035,中科电气,10.58,-2.31,-0.25,46436,49355770.0,2.59,10.83,10.55,10.73,10.83,1.97,0.74,-30.63,1.64
4836,301085,亚康股份,79.1,-2.31,-1.87,27258,215244556.32,3.93,81.0,77.82,80.0,80.97,1.38,8.36,65.77,7.72
4837,301079,邵阳液压,18.14,-2.32,-0.43,5203,9492120.1,2.37,18.54,18.1,18.54,18.57,1.51,0.89,66.39,4.11
4838,300604,长川科技,33.26,-2.32,-0.79,63371,209681815.88,3.88,33.99,32.67,33.89,34.05,2.04,1.4,506.1,6.61
4839,301292,海科新源,21.03,-2.32,-0.5,12529,26517055.0,3.2,21.59,20.9,21.55,21.53,2.19,2.92,42.28,1.48
4840,301260,格力博,17.24,-2.32,-0.41,15659,27180348.0,2.78,17.7,17.21,17.66,17.65,2.86,1.29,-77.74,1.71
4841,605259,绿田机械,23.1,-2.33,-0.55,2426,5658889.0,3.38,23.88,23.08,23.65,23.65,1.84,0.45,13.35,1.9
4842,000798,中水渔业,8.4,-2.33,-0.2,26462,22386265.0,1.86,8.54,8.38,8.5,8.6,1.93,0.72,29.59,3.17
4843,603296,华勤技术,75.08,-2.33,-1.79,20724,157367638.0,4.55,78.4,74.9,78.09,76.87,1.5,3.49,21.21,2.84
4844,688120,华海清科,206.08,-2.33,-4.92,5334,110282182.0,3.31,210.99,204.0,210.02,211.0,1.38,0.47,43.78,6.41
4845,688230,芯导科技,42.29,-2.33,-1.01,2354,10009254.0,3.74,43.77,42.15,43.77,43.3,2.07,0.83,64.98,2.3
4846,603309,维力医疗,12.56,-2.33,-0.3,25379,32255263.0,3.03,12.95,12.56,12.85,12.86,2.15,0.87,20.0,2.15
4847,002322,理工能科,10.87,-2.34,-0.26,39225,42764735.0,2.43,11.1,10.83,11.1,11.13,1.52,1.09,29.2,1.31
4848,000886,海南高速,4.18,-2.34,-0.1,71821,30258790.7,3.04,4.3,4.17,4.28,4.28,3.63,0.74,48.69,1.38
4849,603306,华懋科技,30.48,-2.34,-0.73,53848,166009457.0,3.17,31.44,30.45,31.41,31.21,1.45,1.66,64.38,2.96
4850,688508,芯朋微,55.08,-2.34,-1.32,4878,26951114.0,3.09,56.51,54.77,56.4,56.4,1.77,0.43,75.17,2.93
4851,603068,博通集成,28.37,-2.34,-0.68,10441,29755861.0,2.55,29.03,28.29,29.03,29.05,1.71,0.69,-40.93,2.44
4852,300930,屹通新材,23.78,-2.34,-0.57,3336,8010655.0,3.57,24.57,23.7,24.35,24.35,2.13,1.13,39.39,2.9
4853,688351,微电生理-U,21.24,-2.34,-0.51,6341,13600476.0,3.17,21.91,21.22,21.63,21.75,1.6,0.52,2318.7,5.95
4854,600537,亿晶光电,5.41,-2.35,-0.13,108647,59209575.0,2.71,5.54,5.39,5.51,5.54,2.54,0.92,11.35,2.33
4855,301171,易点天下,16.23,-2.35,-0.39,20097,32930322.9,3.07,16.74,16.23,16.74,16.62,1.45,0.65,32.06,2.3
4856,300102,乾照光电,7.05,-2.35,-0.17,69363,49160576.0,3.6,7.28,7.02,7.18,7.22,2.42,0.76,-29.84,1.6
4857,002427,尤夫股份,5.39,-2.36,-0.13,28229,15338353.0,3.62,5.57,5.37,5.51,5.52,2.64,0.29,-130.79,5.16
4858,300488,恒锋工具,25.7,-2.36,-0.62,14354,36785818.0,3.8,26.25,25.25,26.25,26.32,0.9,1.05,35.14,3.25
4859,688655,迅捷兴,14.08,-2.36,-0.34,6908,9758702.0,2.91,14.42,14.0,14.42,14.42,1.97,0.98,105.92,2.74
4860,300903,科翔股份,9.92,-2.36,-0.24,36839,36842967.4,3.35,10.23,9.89,10.2,10.16,2.12,1.34,-44.11,1.78
4861,300270,中威电子,7.44,-2.36,-0.18,36979,27789992.0,3.67,7.7,7.42,7.69,7.62,1.5,1.52,-45.85,3.09
4862,003021,兆威机电,73.55,-2.36,-1.78,7117,52460421.5,2.99,75.33,73.08,75.33,75.33,1.65,1.18,86.5,4.22
4863,300494,盛天网络,13.22,-2.36,-0.32,94237,125821809.28,2.73,13.57,13.2,13.52,13.54,1.47,2.36,22.21,3.84
4864,300203,聚光科技,15.69,-2.36,-0.38,26713,41765036.0,3.3,16.03,15.5,16.0,16.07,1.42,0.59,-25.84,2.29
4865,300821,东岳硅材,8.67,-2.36,-0.21,31731,27626348.0,3.15,8.91,8.63,8.89,8.88,3.24,0.26,-27.16,2.11
4866,688126,沪硅产业,18.98,-2.37,-0.46,33654,64162968.0,3.03,19.48,18.89,19.4,19.44,1.78,0.12,139.13,3.49
4867,835185,贝特瑞,21.03,-2.37,-0.51,2926,6196777.33,3.11,21.67,21.0,21.6,21.54,1.8,0.03,13.71,2.16
4868,300637,扬帆新材,9.07,-2.37,-0.22,90802,82767719.0,1.83,9.23,9.06,9.18,9.29,1.36,3.87,-276.44,2.78
4869,300657,弘信电子,18.96,-2.37,-0.46,125094,242778911.42,7.83,20.37,18.85,20.1,19.42,2.46,2.7,-25.62,6.0
4870,603131,上海沪工,15.24,-2.37,-0.37,129953,196055768.0,4.1,15.44,14.8,15.25,15.61,2.21,4.09,80.95,3.79
4871,605338,巴比食品,21.0,-2.37,-0.51,3640,7705419.0,2.46,21.49,20.96,21.48,21.51,1.75,0.15,32.04,2.53
4872,603161,科华控股,18.11,-2.37,-0.44,47878,87218653.0,2.59,18.57,18.09,18.39,18.55,1.06,3.59,18.27,1.81
4873,300913,兆龙互连,30.45,-2.37,-0.74,20424,62640163.4,3.27,31.33,30.31,31.16,31.19,1.34,3.13,82.03,7.8
4874,000056,皇庭国际,2.88,-2.37,-0.07,75779,21925662.0,3.05,2.95,2.86,2.94,2.95,1.9,0.84,-4.16,2.05
4875,688200,华峰测控,126.5,-2.38,-3.08,2164,27452947.0,3.33,130.3,125.98,129.03,129.58,1.47,0.16,53.08,5.27
4876,688337,普源精电,40.66,-2.38,-0.99,3476,14217469.0,2.71,41.48,40.35,41.48,41.65,0.72,0.62,81.73,2.67
4877,300411,金盾股份,6.57,-2.38,-0.16,122222,79622442.6,3.71,6.64,6.39,6.56,6.73,6.99,4.52,120.1,2.89
4878,301199,迈赫股份,25.04,-2.38,-0.61,9749,24575369.0,4.09,25.96,24.91,25.64,25.65,1.39,2.1,120.17,1.91
4879,300897,山科智能,33.65,-2.38,-0.82,8063,27269723.0,3.42,34.68,33.5,34.68,34.47,1.56,1.89,31.08,2.47
4880,603883,老百姓,24.19,-2.38,-0.59,21497,52599840.0,3.15,24.95,24.17,24.81,24.78,1.83,0.37,13.79,2.09
4881,002089,*ST新海,1.23,-2.38,-0.03,170299,21223558.0,2.38,1.26,1.23,1.25,1.26,1.07,1.43,92.75,1.7
4882,001286,陕西能源,8.6,-2.38,-0.21,131429,113509340.62,1.93,8.76,8.59,8.73,8.81,5.36,1.75,12.21,1.46
4883,601921,浙版传媒,7.78,-2.38,-0.19,47140,36889890.0,2.76,7.98,7.76,7.98,7.97,2.22,1.12,11.94,1.37
4884,688361,中科飞测-U,79.43,-2.38,-1.94,11203,88771716.0,4.39,81.37,77.8,81.37,81.37,2.64,1.85,276.64,10.98
4885,301321,翰博高新,15.96,-2.39,-0.39,28321,45343635.9,3.49,16.41,15.84,16.36,16.35,1.64,3.04,18.84,2.17
4886,002428,云南锗业,13.08,-2.39,-0.32,94767,124345691.2,2.99,13.4,13.0,13.4,13.4,1.41,1.47,-588.63,6.1
4887,002960,青鸟消防,15.52,-2.39,-0.38,10642,16668101.56,3.02,15.99,15.51,15.91,15.9,1.27,0.17,19.91,1.9
4888,688229,博睿数据,40.02,-2.39,-0.98,2082,8440911.0,3.39,41.4,40.01,41.38,41.0,1.13,0.47,-17.54,2.94
4889,002916,深南电路,68.15,-2.39,-1.67,13302,91159470.34,3.11,69.99,67.82,69.83,69.82,1.88,0.26,36.88,2.85
4890,002158,汉钟精机,22.82,-2.4,-0.56,17187,39586839.0,3.46,23.55,22.74,23.33,23.38,2.28,0.32,16.69,3.79
4891,688179,阿拉丁,19.15,-2.4,-0.47,10961,21172276.0,3.77,19.88,19.14,19.63,19.62,1.26,1.06,61.37,4.08
4892,603392,万泰生物,47.25,-2.4,-1.16,26390,125769186.0,3.28,48.72,47.13,48.22,48.41,1.73,0.21,17.6,4.54
4893,301296,新巨丰,12.99,-2.4,-0.32,10568,13843028.0,2.55,13.3,12.96,13.24,13.31,1.49,0.39,34.48,2.22
4894,605277,新亚电子,14.58,-2.41,-0.36,43294,63457877.0,3.08,15.0,14.54,14.95,14.94,1.35,3.94,23.67,3.04
4895,832982,锦波生物,193.81,-2.41,-4.79,2407,48254087.07,6.24,204.5,192.1,198.6,198.6,2.66,1.01,60.29,18.08
4896,688489,三未信安,44.5,-2.41,-1.1,4582,20632957.0,2.87,45.81,44.5,45.81,45.6,2.12,1.8,249.92,2.72
4897,002546,新联电子,4.85,-2.41,-0.12,55920,27322488.0,2.62,4.97,4.84,4.97,4.97,2.06,0.7,18.32,1.26
4898,688529,豪森股份,25.46,-2.41,-0.63,6033,15381018.0,4.87,26.48,25.21,26.13,26.09,2.97,1.28,21.33,2.55
4899,603324,盛剑环境,34.34,-2.42,-0.85,6968,24102457.0,2.44,35.19,34.33,35.06,35.19,1.42,1.57,27.79,2.89
4900,600330,天通股份,9.29,-2.42,-0.23,108214,101099848.0,2.84,9.52,9.25,9.5,9.52,3.27,0.88,30.66,1.43
4901,688031,星环科技-U,62.9,-2.42,-1.56,5901,37378284.0,2.92,64.49,62.61,63.2,64.46,1.43,2.06,-20.05,4.95
4902,688576,西山科技,92.3,-2.42,-2.29,2743,25524334.0,3.99,95.88,92.11,95.3,94.59,2.3,2.22,53.26,2.34
4903,688596,正帆科技,37.88,-2.42,-0.94,8173,31175107.0,3.55,39.18,37.8,38.82,38.82,1.14,0.29,35.29,3.89
4904,837748,路桥信息,8.46,-2.42,-0.21,4062,3486996.28,4.04,8.8,8.45,8.79,8.67,1.46,3.02,-56.92,2.47
4905,688077,大地熊,24.57,-2.42,-0.61,4597,11426080.0,3.06,25.28,24.51,25.18,25.18,2.31,0.41,-36.55,2.53
4906,688006,杭可科技,24.16,-2.42,-0.6,16021,39044287.0,3.11,24.87,24.1,24.73,24.76,1.68,0.27,15.33,2.99
4907,300707,威唐工业,16.1,-2.42,-0.4,33069,53902448.0,4.48,16.77,16.03,16.5,16.5,1.39,2.67,128.14,3.23
4908,688022,瀚川智能,26.13,-2.43,-0.65,9454,24864406.0,3.1,26.89,26.06,26.89,26.78,1.25,0.54,50.62,2.26
4909,300988,津荣天宇,21.27,-2.43,-0.53,12182,26090557.39,2.8,21.79,21.18,21.77,21.8,1.08,2.11,36.85,2.66
4910,300032,金龙机电,6.42,-2.43,-0.16,139573,90178684.0,2.74,6.58,6.4,6.54,6.58,2.64,1.74,112.56,4.24
4911,605117,德业股份,73.02,-2.43,-1.82,24964,183176444.0,2.86,74.81,72.67,74.8,74.84,1.37,1.71,12.43,6.55
4912,603011,合锻智能,6.82,-2.43,-0.17,70641,48648103.0,3.72,7.05,6.79,7.02,6.99,2.23,1.43,36.5,1.51
4913,600706,曲江文旅,14.04,-2.43,-0.35,46095,65354714.0,2.36,14.37,14.03,14.2,14.39,1.38,1.81,138.66,3.67
4914,688181,八亿时空,27.27,-2.43,-0.68,6933,18946520.0,3.54,28.0,27.01,28.0,27.95,2.8,0.52,34.15,1.82
4915,603773,沃格光电,29.27,-2.43,-0.73,9960,29357323.0,3.1,30.13,29.2,30.06,30.0,1.82,0.64,-221.6,3.67
4916,603588,高能环境,8.41,-2.44,-0.21,80159,67968564.0,4.64,8.75,8.35,8.72,8.62,4.43,0.53,12.99,1.37
4917,688028,沃尔德,21.61,-2.44,-0.54,10409,22568025.0,4.7,22.45,21.41,22.45,22.15,2.17,0.76,44.08,1.78
4918,603105,芯能科技,12.8,-2.44,-0.32,27989,35998630.0,2.67,13.12,12.77,13.11,13.12,1.97,0.56,29.33,3.53
4919,688141,杰华特,30.39,-2.44,-0.76,3948,12099866.0,3.21,31.38,30.38,31.3,31.15,1.68,0.75,-35.59,4.59
4920,301168,通灵股份,40.78,-2.44,-1.02,5787,23735583.0,2.87,41.8,40.6,41.6,41.8,1.7,1.17,29.01,2.42
4921,002984,森麒麟,31.58,-2.44,-0.79,13553,42876941.44,3.06,32.24,31.25,32.24,32.37,1.43,0.33,19.38,2.18
4922,300790,宇瞳光学,14.38,-2.44,-0.36,18316,26410837.5,3.26,14.74,14.26,14.73,14.74,1.48,0.74,89.58,2.61
4923,688023,安恒信息,131.38,-2.44,-3.29,2557,33857437.0,3.41,135.6,131.01,134.95,134.67,1.86,0.33,-12.69,3.97
4924,688092,爱科科技,29.55,-2.44,-0.74,2615,7764750.0,2.94,30.29,29.4,30.0,30.29,1.34,0.97,28.58,3.17
4925,603324,盛剑环境,34.33,-2.44,-0.86,6966,24095589.0,2.44,35.19,34.33,35.06,35.19,1.42,1.57,27.78,2.89
4926,000955,欣龙控股,4.79,-2.44,-0.12,180583,86923604.9,3.87,4.95,4.76,4.84,4.91,3.93,3.36,-383.16,3.74
4927,688380,中微半导,24.33,-2.45,-0.61,8066,19736367.0,3.09,25.07,24.3,25.0,24.94,2.15,0.62,183.51,3.21
4928,603228,景旺电子,21.92,-2.45,-0.55,30521,67280442.0,2.63,22.48,21.89,22.47,22.47,2.58,0.36,22.85,2.38
4929,301387,光大同创,47.8,-2.45,-1.2,9355,45455090.0,3.45,49.48,47.79,49.01,49.0,3.51,5.3,33.97,2.3
4930,002334,英威腾,9.55,-2.45,-0.24,78252,75320406.27,2.96,9.79,9.5,9.76,9.79,2.4,1.11,17.15,3.09
4931,300756,金马游乐,17.11,-2.45,-0.43,7964,13760143.0,3.48,17.68,17.07,17.49,17.54,1.81,0.8,19.36,1.91
4932,301112,信邦智能,29.83,-2.45,-0.75,10212,30658351.0,3.63,30.71,29.6,30.71,30.58,1.74,2.82,46.42,2.7
4933,301001,凯淳股份,25.05,-2.45,-0.63,5949,15010203.0,2.92,25.8,25.05,25.69,25.68,1.38,1.73,-128.85,2.49
4934,300691,联合光电,19.48,-2.45,-0.49,44949,87985143.66,3.36,19.97,19.3,19.9,19.97,1.91,2.25,67.09,3.22
4935,688070,纵横股份,37.36,-2.45,-0.94,3580,13487871.0,5.85,38.83,36.59,38.83,38.3,4.45,0.93,-286.89,4.93
4936,300890,翔丰华,32.98,-2.45,-0.83,7645,25423925.37,4.23,34.34,32.91,33.81,33.81,1.4,0.79,25.97,2.18
4937,600229,城市传媒,7.15,-2.46,-0.18,81988,58932874.0,3.41,7.33,7.08,7.33,7.33,3.38,1.22,11.52,1.56
4938,688048,长光华芯,62.36,-2.46,-1.57,10653,66249089.0,4.11,64.05,61.42,63.95,63.93,1.66,1.08,-516.71,3.45
4939,002756,永兴材料,47.96,-2.46,-1.21,42282,204642275.98,3.66,49.49,47.69,49.49,49.17,1.64,1.09,6.79,2.23
4940,002729,好利科技,17.44,-2.46,-0.44,10182,17885539.0,3.19,17.99,17.42,17.91,17.88,2.24,0.58,193.69,6.66
4941,688633,星球石墨,32.06,-2.46,-0.81,2350,7555039.0,2.83,32.84,31.91,32.84,32.87,1.65,0.68,22.64,2.3
4942,688058,宝兰德,49.43,-2.47,-1.25,2841,14132223.0,2.78,50.77,49.36,50.55,50.68,2.21,0.51,325.9,3.27
4943,600460,士兰微,24.51,-2.47,-0.62,51687,127421277.0,2.51,25.05,24.42,25.05,25.13,1.65,0.37,-421.02,4.77
4944,603721,中广天择,16.58,-2.47,-0.42,9370,15763494.0,3.35,17.14,16.57,17.06,17.0,1.38,0.72,-214.16,4.16
4945,603081,大丰实业,12.63,-2.47,-0.32,11424,14604357.0,4.17,13.17,12.63,12.89,12.95,1.52,0.28,21.23,1.85
4946,300653,正海生物,33.15,-2.47,-0.84,10661,35657181.0,2.44,33.98,33.15,33.78,33.99,1.36,0.59,27.16,6.88
4947,688025,杰普特,75.37,-2.47,-1.91,3015,22783513.0,3.48,77.3,74.61,77.3,77.28,1.13,0.32,73.01,3.78
4948,300192,科德教育,9.47,-2.47,-0.24,41731,39927227.0,3.09,9.75,9.45,9.61,9.71,1.47,1.88,27.02,3.91
4949,688618,三旺通信,69.44,-2.47,-1.76,3940,27288217.0,4.21,71.1,68.1,70.99,71.2,1.77,1.56,65.32,6.38
4950,002425,凯撒文化,4.73,-2.47,-0.12,364719,174219956.46,3.71,4.88,4.7,4.85,4.85,5.67,3.82,-23.42,1.06
4951,002943,宇晶股份,27.58,-2.48,-0.7,9046,25136111.2,2.93,28.3,27.47,28.08,28.28,2.92,0.98,32.78,3.42
4952,688311,盟升电子,42.13,-2.48,-1.07,17207,72136347.0,3.13,42.71,41.36,42.58,43.2,2.49,1.07,108.84,3.82
4953,688155,先惠技术,42.91,-2.48,-1.09,1505,6538179.0,3.52,44.35,42.8,44.02,44.0,1.45,0.2,287.18,2.87
4954,000988,华工科技,31.49,-2.48,-0.8,190584,604531332.69,2.17,32.1,31.4,32.1,32.29,1.62,1.9,27.21,3.63
4955,300458,全志科技,24.38,-2.48,-0.62,58969,144480688.51,1.96,24.83,24.34,24.75,25.0,1.52,1.16,-453.43,5.34
4956,301369,联动科技,62.9,-2.48,-1.6,4444,28133006.6,2.65,64.51,62.8,64.28,64.5,1.68,1.83,116.38,3.01
4957,300054,鼎龙股份,22.8,-2.48,-0.58,52939,120758897.66,3.17,23.35,22.61,23.0,23.38,2.32,0.72,112.34,4.98
4958,300001,特锐德,18.08,-2.48,-0.46,43439,79078838.77,2.75,18.55,18.04,18.46,18.54,1.09,0.42,101.45,2.9
4959,300917,特发服务,26.7,-2.48,-0.68,28930,78273193.02,3.94,27.67,26.59,27.33,27.38,1.77,3.34,37.51,4.66
4960,688183,生益电子,10.97,-2.49,-0.28,15380,16973846.0,3.2,11.3,10.94,11.3,11.25,2.46,0.5,476.69,2.3
4961,600560,金自天正,13.32,-2.49,-0.34,37798,50779864.0,3.51,13.75,13.27,13.71,13.66,0.95,1.69,84.02,3.42
4962,003022,联泓新科,19.18,-2.49,-0.49,32458,62620557.93,3.56,19.75,19.05,19.75,19.67,2.92,1.06,39.29,3.66
4963,600301,华锡有色,14.09,-2.49,-0.36,12721,18108712.0,3.32,14.52,14.04,14.45,14.45,2.61,0.8,27.82,3.64
4964,688152,麒麟信安,76.7,-2.49,-1.96,3629,28066067.0,2.99,78.83,76.48,78.39,78.66,1.24,2.05,-211.17,4.71
4965,300444,双杰电气,7.43,-2.49,-0.19,324886,245959630.91,4.59,7.76,7.41,7.56,7.62,1.08,5.49,49.33,4.83
4966,300852,四会富仕,38.71,-2.49,-0.99,4993,19474696.0,3.12,39.9,38.66,39.9,39.7,2.05,0.49,19.85,3.04
4967,002410,广联达,21.48,-2.5,-0.55,100410,217134995.51,3.22,22.11,21.4,22.03,22.03,2.01,0.76,72.05,5.84
4968,300956,英力股份,17.17,-2.5,-0.44,9004,15558786.0,2.84,17.61,17.11,17.61,17.61,1.92,1.58,-43.62,2.22
4969,002638,勤上股份,2.73,-2.5,-0.07,54796,15092191.0,2.5,2.8,2.73,2.79,2.8,1.78,0.41,22.76,1.47
4970,300724,捷佳伟创,70.54,-2.5,-1.81,21040,149489698.31,3.04,72.58,70.38,71.75,72.35,1.72,0.77,16.34,3.11
4971,300618,寒锐钴业,29.6,-2.5,-0.76,19207,57290325.0,3.62,30.6,29.5,30.54,30.36,2.93,0.7,70.07,1.76
4972,002866,传艺科技,20.24,-2.5,-0.52,30734,62573720.3,3.13,20.83,20.18,20.83,20.76,1.56,1.7,72.23,2.81
4973,300036,超图软件,20.23,-2.51,-0.52,41409,84428458.16,2.89,20.77,20.17,20.63,20.75,1.64,0.96,94.11,3.42
4974,605167,利柏特,8.94,-2.51,-0.23,47622,43049344.0,3.05,9.2,8.92,9.17,9.17,0.99,2.14,22.98,2.63
4975,002881,美格智能,27.59,-2.51,-0.71,24502,68327748.5,4.73,28.8,27.46,28.52,28.3,2.55,1.33,74.14,4.99
