Title,20年IF,21年IF,即时IF,桑格预测IF,JCR分区,中科院分区,警告信息
EXPERT REVIEW OF ANTICANCER THERAPY,4.512,3.627,1.65,4.25,Q3,医学-3区,
EXPERT REVIEW  OF CARDIOVASCULAR THERAPY,-,-,1.01,N/A,,,
EXPERT OPINION ON THERAPEUTIC TARGETS,6.902,6.797,2.87,7.37,Q1,医学-2区,
EXPERT OPINION ON THERAPEUTIC PATENTS,6.681,6.714,3.52,7.75,Q1,医学-2区,
EXPERT OPINION ON PHARMACOTHERAPY,3.889,4.103,1.64,3.89,Q2,医学-3区,
EXPERT OPINION ON ORPHAN DRUGS,0.694,1.041,0.44,1.23,Q4,医学-4区,
EXPERT OPINION ON INVESTIGATIONAL DRUGS,6.206,6.498,3.23,>8.12,Q1,医学-2区,
EXPERT OPINION ON EMERGING DRUGS,4.191,3.912,1.81,>4.89,Q2,医学-2区,
EXPERT OPINION ON DRUG SAFETY,4.25,4.011,1.62,3.43,Q2,医学-3区,
EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY,4.481,4.936,2.23,5.03,Q2,医学-2区,
EXPERT OPINION ON DRUG DISCOVERY,6.098,7.05,2.87,6.78,Q1,医学-3区,
EXPERT OPINION ON DRUG DELIVERY,6.648,8.129,3.2,9.09,Q1,医学-2区,
EXPERT OPINION ON BIOLOGICAL THERAPY,4.388,5.589,2.17,5.48,Q2,医学-3区,
EXPERIMENTS IN FLUIDS,2.48,2.797,1.51,3.45,Q2,工程技术-2区,
EXPERIMENTAL THERMAL AND FLUID SCIENCE,3.232,3.37,1.73,3.34,Q2,工程技术-2区,
EXPERIMENTAL TECHNIQUES,1.167,1.7,0.92,>2.13,Q4,工程技术-4区,
EXPERIMENTAL PSYCHOLOGY,1.355,1.667,0.53,1.29,Q4,心理学-4区,
EXPERIMENTAL PHYSIOLOGY,2.969,2.858,1.47,>3.57,Q3,医学-3区,
EXPERIMENTAL PARASITOLOGY,2.011,2.132,1.13,2.25,Q3,医学-4区,
EXPERIMENTAL NEUROLOGY,5.33,5.62,2.8,5.74,Q2,医学-2区,
EXPERIMENTAL NEUROBIOLOGY,3.261,3.8,1.23,<2.85,Q3,医学-4区,
EXPERIMENTAL MECHANICS,2.808,2.794,1.29,2.54,Q3,工程技术-3区,
EXPERIMENTAL MATHEMATICS,0.814,0.843,0.33,0.74,Q3,数学-3区,
EXPERIMENTAL LUNG RESEARCH,2.459,2.375,0.96,2.34,Q4,医学-4区,
EXPERIMENTAL HEMATOLOGY & ONCOLOGY,5.133,8.593,5.46,>10.74,Q1,医学-3区,
EXPERIMENTAL HEMATOLOGY,3.084,3.249,1.65,3.16,Q3,医学-4区,
EXPERIMENTAL HEAT TRANSFER,4.058,3.272,2.4,3.94,Q2,工程技术-3区,
EXPERIMENTAL GERONTOLOGY,4.032,4.253,2.31,3.98,Q2,医学-3区,
EXPERIMENTAL EYE RESEARCH,3.467,3.77,1.77,4.22,Q2,医学-3区,
EXPERIMENTAL ECONOMICS,2.367,2.387,1.16,>2.98,Q2,经济学-3区,
EXPERIMENTAL DERMATOLOGY,3.96,4.511,2.12,4.67,Q1,医学-3区,
EXPERIMENTAL CELL RESEARCH,3.905,4.145,2.06,4.3,Q3,医学-3区,
EXPERIMENTAL BRAIN RESEARCH,1.972,2.064,1.09,2.4,Q4,医学-4区,
EXPERIMENTAL BIOLOGY AND MEDICINE,2.691,4.088,1.52,>5.11,Q3,医学-4区,
EXPERIMENTAL ASTRONOMY,2.012,2.155,1.35,>2.69,Q3,物理与天体物理-4区,
EXPERIMENTAL ANIMALS,2.319,1.798,1.27,>2.25,Q2,医学-4区,
EXPERIMENTAL AND THERAPEUTIC MEDICINE,2.447,2.751,1.43,2.94,Q4,医学-4区,中科院-中-2020徐州医科大学-2020吉林大学第一医院-2020中山大学附属第一医院-2020昆明学院-2020
EXPERIMENTAL AND MOLECULAR PATHOLOGY,3.362,4.401,2.02,4.39,Q2,医学-4区,中科院-中-2020中科院-高-2021徐州医科大学-2020吉林大学第一医院-2020
EXPERIMENTAL AND MOLECULAR MEDICINE,8.718,12.153,7.11,>15.19,Q1,医学-2区,华南理工大学-2020
EXPERIMENTAL AND CLINICAL TRANSPLANTATION,0.945,0.938,0.32,<0.70,Q4,医学-4区,
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,3.157,3.492,1.27,<2.62,Q3,医学-3区,
EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,2.949,2.426,0.87,<1.82,Q4,医学-4区,
EXPERIMENTAL AND APPLIED ACAROLOGY,2.132,2.38,1.12,2.74,Q2,农林科学-2区,
EXPERIMENTAL AGRICULTURE,2.118,2.234,0.78,<1.68,Q2,农林科学-3区,
EXPERIMENTAL AGING RESEARCH,1.645,1.652,0.78,>2.06,Q4,医学-4区,
EXPERIMENT-A JOURNAL OF RUSSIAN CULTURE,-,-,N/A,N/A,,,
EXERCISE IMMUNOLOGY REVIEW,6.308,11.067,5.38,>13.83,Q1,医学-3区,
EXERCISE AND SPORT SCIENCES REVIEWS,6.246,6.642,3.13,5.46,Q1,医学-2区,
EXERCER-LA REVUE FRANCOPHONE DE MEDECINE GENERALE,-,-,0.02,N/A,,,
EXEMPLARIA-MEDIEVAL EARLY MODERN THEORY,-,-,N/A,N/A,,,
EXEMPLARIA CLASSICA,-,-,N/A,N/A,,,
EXCLI JOURNAL,4.068,4.022,2.06,>5.03,Q2,生物学-4区,
EXCHANGE-JOURNAL OF CONTEMPORARY CHRISTIANITIES IN CONTEXT,-,-,0.14,N/A,,,
EXCEPTIONALITY,2.079,1.253,0.7,1.3,Q4,教育学-4区,
EXCEPTIONAL CHILDREN,5.042,4.091,1.48,3.65,Q1,教育学-1区,
EWHA MEDICAL JOURNAL,-,-,0.13,N/A,,,
EVOLVING SYSTEMS,1.908,2.347,2.11,>2.93,Q3,计算机科学-4区,
EVOLUTIONARY PSYCHOLOGY,1.506,1.738,0.63,1.68,Q4,心理学-4区,
EVOLUTIONARY PSYCHOLOGICAL SCIENCE,-,-,1.03,N/A,,,
EVOLUTIONARY INTELLIGENCE,-,-,1.29,N/A,,,
EVOLUTIONARY ECOLOGY,2.707,2.074,0.94,1.73,Q4,环境科学与生态学-3区,
EVOLUTIONARY COMPUTATION,3.277,4.766,1.91,>5.96,Q2,计算机科学-4区,
EVOLUTIONARY BIOLOGY,3.119,3.696,1.28,3.42,Q2,生物学-3区,
EVOLUTIONARY BIOINFORMATICS,1.625,2.031,1.09,>2.54,Q4,生物学-4区,
EVOLUTIONARY BEHAVIORAL SCIENCES,-,-,0.75,N/A,,,
EVOLUTIONARY BEHAVIORAL SCIENCES,-,-,0.75,N/A,,,
EVOLUTIONARY BEHAVIORAL SCIENCES,-,-,0.75,N/A,,,
EVOLUTIONARY BEHAVIORAL SCIENCES,-,-,0.75,N/A,,,
EVOLUTIONARY APPLICATIONS,5.183,4.929,2.2,4.88,Q1,生物学-1区,
EVOLUTIONARY ANTHROPOLOGY,6.086,4.766,1.19,<3.57,Q1,法学-2区,
EVOLUTIONARY AND INSTITUTIONAL ECONOMICS REVIEW,-,-,0.33,N/A,,,
EVOLUTION PSYCHIATRIQUE,0.368,0.466,0.28,>0.58,Q4,医学-4区,
EVOLUTION MEDICINE AND PUBLIC HEALTH,-,5.143,1.98,>6.43,Q2,医学-4区,
EVOLUTION LETTERS,5.209,6.494,2.3,6.86,Q1,生物学-2区,
EVOLUTION EQUATIONS AND CONTROL THEORY,1.081,1.169,1.02,>1.46,Q3,数学-4区,
EVOLUTION AND HUMAN BEHAVIOR,4.178,5.327,2.77,6.47,Q1,心理学-2区,
EVOLUTION & DEVELOPMENT,5.209,6.494,1.54,>8.12,Q1,生物学-4区,
EVOLUTION,3.742,4.171,2.11,4.48,Q2,环境科学与生态学-2区,
EVODEVO,2.25,3.569,1.76,4.33,Q2,生物学-3区,
EVIDENCE-BASED MENTAL HEALTH,8.541,13.538,2.08,<10.15,Q1,医学-2区,
EVIDENCE-BASED HRM-A GLOBAL FORUM FOR EMPIRICAL SCHOLARSHIP,-,-,0.96,N/A,,,
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,2.63,2.65,1.18,>3.31,Q3,医学-4区,
EVIDENCE BASED LIBRARY AND INFORMATION PRACTICE,-,-,0.32,N/A,,,
EVIDENCE & POLICY,1.836,2.595,1.14,2.48,Q2,法学-4区,
EVERYMANS SCIENCE,-,-,0.04,N/A,,,
EVENT MANAGEMENT,-,-,0.52,N/A,,,
EVALUATION REVIEW,1.233,2.121,0.23,<1.59,Q2,法学-3区,
EVALUATION AND PROGRAM PLANNING,1.849,1.886,0.79,1.68,Q3,法学-4区,
EVALUATION & THE HEALTH PROFESSIONS,1.233,2.121,1.35,>2.65,Q2,医学-3区,
EVALUATION,2.778,2.763,0.89,<2.07,Q2,法学-3区,
EUSKERA,-,-,N/A,N/A,,,
EUROSURVEILLANCE,6.307,21.286,10.4,20.03,Q1,医学-2区,
EUROPOLITY-CONTINUITY AND CHANGE IN EUROPEAN GOVERNANCE,-,-,N/A,N/A,,,
EUROPES JOURNAL OF PSYCHOLOGY,-,-,1.28,N/A,,,
EUROPE-REVUE LITTERAIRE MENSUELLE,-,-,0.01,N/A,,,
EUROPE-ASIA STUDIES,2.102,1.18,0.65,1.13,Q4,法学-3区,
EUROPEAN ZOOLOGICAL JOURNAL,1.747,1.699,0.95,1.89,Q2,生物学-4区,
EUROPEAN UROLOGY SUPPLEMENTS,7.122,10.417,N/A,N/A,Q1,,
EUROPEAN UROLOGY OPEN SCIENCE,-,3,1.14,N/A,Q2,医学-4区,
EUROPEAN UROLOGY ONCOLOGY,7.479,8.208,4.2,8.24,Q1,医学-2区,
EUROPEAN UROLOGY FOCUS,5.996,5.952,2.38,4.66,Q1,医学-2区,
EUROPEAN UROLOGY,20.096,24.267,10.64,20.72,Q1,医学-1区,
EUROPEAN URBAN AND REGIONAL STUDIES,4.49,4.842,1.27,<3.63,Q2,经济学-2区,
EUROPEAN UNION POLITICS,3.391,2.716,1.15,2.13,Q2,法学-2区,
EUROPEAN TRANSPORT-TRASPORTI EUROPEI,-,-,0.29,N/A,,,
EUROPEAN TRANSPORT RESEARCH REVIEW,2.415,3.817,2.09,>4.77,Q3,工程技术-3区,
EUROPEAN THYROID JOURNAL,4.209,4.084,3,>5.10,Q2,医学-4区,
EUROPEAN SURGICAL RESEARCH,1.745,1.114,0.75,>1.39,Q4,医学-4区,
EUROPEAN SURGERY-ACTA CHIRURGICA AUSTRIACA,0.953,0.796,0.24,0.82,Q4,医学-4区,
EUROPEAN STROKE JOURNAL,-,5.894,3.27,N/A,Q2,,
EUROPEAN SPORT MANAGEMENT QUARTERLY,4,3.714,1.54,4.08,Q3,教育学-2区,
EUROPEAN SPINE JOURNAL,3.134,2.721,1.57,3.37,Q3,医学-3区,
EUROPEAN SPATIAL RESEARCH AND POLICY,-,-,0.17,N/A,,,
EUROPEAN SOCIOLOGICAL REVIEW,2.96,4.099,1.5,4.65,Q1,法学-2区,
EUROPEAN SOCIETIES,2.923,5.512,5.01,>6.89,Q1,法学-3区,
EUROPEAN SECURITY,1.942,1.508,0.58,1.6,Q3,法学-3区,
EUROPEAN ROMANTIC REVIEW,-,-,0.03,N/A,,,
EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,7.353,5.652,3.06,>7.07,Q1,心理学-2区,
EUROPEAN REVIEW OF PRIVATE LAW,-,-,0.14,N/A,,,
EUROPEAN REVIEW OF HISTORY-REVUE EUROPEENNE D HISTOIRE,-,-,0.16,N/A,,,
EUROPEAN REVIEW OF ECONOMIC HISTORY,1.231,1.706,0.66,>2.13,Q3,人文科学-3区,
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,0.822,1.204,0.42,1.5,Q4,心理学-4区,
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,3.836,4.448,1.6,4.66,Q1,经济学-2区,
EUROPEAN REVIEW OF AGING AND PHYSICAL ACTIVITY,3.878,6.65,2.95,7.24,Q1,医学-3区,
EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES,3.507,3.784,1.68,3.53,Q2,医学-4区,中科院-高-2020徐州医科大学-2020吉林大学第一医院-2020中山大学附属第一医院-2020
EUROPEAN REVIEW,0.487,0.521,0.19,0.46,Q4,法学-4区,
EUROPEAN RESPIRATORY REVIEW,8.839,9.553,4.24,11.42,Q1,医学-1区,
EUROPEAN RESPIRATORY JOURNAL,16.671,33.795,8.73,32.23,Q1,医学-1区,
EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,5.024,4.75,2.82,>5.94,Q3,管理学-4区,
EUROPEAN RADIOLOGY EXPERIMENTAL,-,-,1.96,N/A,,,
EUROPEAN RADIOLOGY,5.315,7.034,3.06,6.64,Q1,医学-2区,
EUROPEAN PUBLIC LAW,-,-,0.12,N/A,,,
EUROPEAN PSYCHOLOGIST,5.569,5,2.18,4.48,Q1,心理学-2区,
EUROPEAN PSYCHIATRY,5.361,7.156,3,8.12,Q1,医学-2区,
EUROPEAN POULTRY SCIENCE,0.84,0.552,0.24,>0.69,Q4,农林科学-4区,
EUROPEAN POLYMER JOURNAL,4.598,5.546,3.52,6.32,Q1,化学-2区,
EUROPEAN POLITICAL SCIENCE REVIEW,4.143,3.123,1.65,>3.90,Q2,法学-2区,
EUROPEAN POLITICAL SCIENCE,1.756,2.436,0.96,2.05,Q2,法学-4区,
EUROPEAN PLANNING STUDIES,3.269,3.777,1.24,3.16,Q2,经济学-3区,
EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,2.707,2.891,1.86,2.45,Q2,物理与天体物理-3区,
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,0.993,1.168,0.59,>1.46,Q4,物理与天体物理-4区,
EUROPEAN PHYSICAL JOURNAL PLUS,3.911,3.758,1.86,4.12,Q2,物理与天体物理-3区,
EUROPEAN PHYSICAL JOURNAL H,0.828,0.87,0.51,1.02,Q4,物理与天体物理-3区,
EUROPEAN PHYSICAL JOURNAL E,1.89,1.624,1.09,1.51,Q4,物理与天体物理-4区,
EUROPEAN PHYSICAL JOURNAL D,1.425,1.611,1.07,>2.01,Q4,物理与天体物理-4区,
EUROPEAN PHYSICAL JOURNAL C,4.59,4.991,2.62,4.55,Q2,物理与天体物理-2区,
EUROPEAN PHYSICAL JOURNAL B,1.5,1.398,0.79,1.47,Q4,物理与天体物理-4区,
EUROPEAN PHYSICAL JOURNAL A,3.043,3.131,1.37,2.35,Q2,物理与天体物理-3区,
EUROPEAN PHYSICAL EDUCATION REVIEW,3.79,3.675,1.76,3.49,Q1,教育学-2区,
EUROPEAN ORAL RESEARCH,-,-,0.65,N/A,,,
EUROPEAN NEUROPSYCHOPHARMACOLOGY,4.6,5.415,2.95,>6.77,Q2,医学-3区,
EUROPEAN NEUROLOGY,1.71,2.292,1.2,>2.86,Q4,医学-4区,
EUROPEAN MANAGEMENT REVIEW,2.534,3,2.42,>3.75,Q3,管理学-4区,
EUROPEAN MANAGEMENT JOURNAL,5.075,6.11,4.28,>7.64,Q2,管理学-3区,
EUROPEAN LEGACY-TOWARD NEW PARADIGMS,-,-,0.11,N/A,,,
EUROPEAN LAW REVIEW,0.756,0.843,0.41,0.88,Q3,法学-4区,
EUROPEAN LAW JOURNAL,1.292,1.396,0.68,1.18,Q2,法学-4区,
EUROPEAN LABOUR LAW JOURNAL,-,-,0.34,N/A,,,
EUROPEAN JUDAISM-A JOURNAL FOR THE NEW EUROPE,-,-,0.04,N/A,,,
EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,2.118,2.227,0.97,2.46,Q2,法学-3区,
EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,3.968,4.867,2.12,4.91,Q2,心理学-3区,
EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS,2.014,2.528,1.58,>3.16,Q2,材料科学-2区,
EUROPEAN JOURNAL OF WOMENS STUDIES,3.365,1.395,0.72,1.72,Q3,法学-3区,
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1.983,2.249,1.24,2.44,Q3,生物学-3区,
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,7.069,6.427,2.63,<4.82,Q1,医学-2区,
EUROPEAN JOURNAL OF TRAUMA AND EMERGENCY SURGERY,3.693,2.374,1.2,2.37,Q3,医学-3区,
EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION,-,-,1,N/A,,,
EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,1.022,1.244,1.04,>1.55,Q4,工程技术-4区,
EUROPEAN JOURNAL OF TRANSLATIONAL MYOLOGY,-,-,0.94,N/A,,,
EUROPEAN JOURNAL OF TRANSFORMATION STUDIES,-,-,0.03,N/A,,,
EUROPEAN JOURNAL OF TRAINING AND DEVELOPMENT,-,-,1.18,N/A,,,
EUROPEAN JOURNAL OF TOURISM RESEARCH,-,-,1.31,N/A,,,
EUROPEAN JOURNAL OF TOURISM HOSPITALITY AND RECREATION,-,-,0.35,N/A,,,
EUROPEAN JOURNAL OF THERAPEUTICS,-,-,0.11,N/A,,,
EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,0.634,0.514,0.35,>0.64,Q4,经济学-4区,华侨大学-2020
EUROPEAN JOURNAL OF TEACHER EDUCATION,2.864,5.219,3.57,>6.52,Q1,教育学-2区,
EUROPEAN JOURNAL OF TAXONOMY,1.372,1.398,0.7,1.43,Q3,生物学-3区,
EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,-,-,0.55,N/A,,,
EUROPEAN JOURNAL OF SPORT SCIENCE,4.05,3.98,1.82,4.19,Q2,医学-2区,
EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,2.082,1.93,1.47,>2.41,Q3,教育学-4区,
EUROPEAN JOURNAL OF SOIL SCIENCE,4.949,4.178,2.47,>5.22,Q2,农林科学-2区,
EUROPEAN JOURNAL OF SOIL BIOLOGY,2.846,3.232,2.38,>4.04,Q3,农林科学-3区,
EUROPEAN JOURNAL OF SOCIAL WORK,1.807,1.764,0.84,1.53,Q3,法学-3区,
EUROPEAN JOURNAL OF SOCIAL THEORY,2.527,1.766,1.32,>2.21,Q3,法学-3区,
EUROPEAN JOURNAL OF SOCIAL SECURITY,-,-,0.28,N/A,,,
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,3.376,3.93,2.25,4.39,Q2,心理学-3区,
EUROPEAN JOURNAL OF SCIENCE AND THEOLOGY,-,-,0.23,N/A,,,
EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES,-,-,0.03,N/A,,,
EUROPEAN JOURNAL OF RISK REGULATION,-,-,1.64,N/A,,,
EUROPEAN JOURNAL OF RHEUMATOLOGY,-,-,1.13,N/A,,,
EUROPEAN JOURNAL OF REMOTE SENSING,3.647,3.168,2.19,>3.96,Q3,地球科学-4区,
EUROPEAN JOURNAL OF RADIOLOGY OPEN,-,-,1.2,N/A,,,
EUROPEAN JOURNAL OF RADIOLOGY,3.528,4.531,2.05,4.58,Q2,医学-2区,
EUROPEAN JOURNAL OF PURE AND APPLIED MATHEMATICS,-,-,0.33,N/A,,,
EUROPEAN JOURNAL OF PUBLIC HEALTH,3.367,4.424,1.89,>5.53,Q2,医学-3区,
EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,4.071,5.783,2.92,>7.23,Q1,医学-2区,
EUROPEAN JOURNAL OF PSYCHOTHERAPY & COUNSELLING,-,-,0.08,N/A,,,
EUROPEAN JOURNAL OF PSYCHOLOGY OPEN,-,-,1.29,N/A,,,
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,2.663,2.821,1.64,>3.53,Q2,心理学-3区,
EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT,9.3,9.85,5.45,<7.39,Q1,心理学-1区,
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,2.985,2.892,1.47,2.29,Q3,心理学-3区,
EUROPEAN JOURNAL OF PSYCHIATRY,0.673,1.288,0.81,>1.61,Q4,医学-4区,
EUROPEAN JOURNAL OF PROTISTOLOGY,3.02,3.471,1.43,<2.60,Q3,生物学-3区,
EUROPEAN JOURNAL OF PROSTHODONTICS AND RESTORATIVE DENTISTRY,-,-,0.66,N/A,,,
EUROPEAN JOURNAL OF PROBATION,-,-,0.67,N/A,,,
EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,7.804,8.526,4.66,>10.66,Q1,医学-1区,
EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,-,-,0.1,N/A,,,
EUROPEAN JOURNAL OF POPULATION-REVUE EUROPEENNE DE DEMOGRAPHIE,3.113,3.276,1.73,3.55,Q2,法学-2区,
EUROPEAN JOURNAL OF POLITICAL THEORY,-,-,0.47,N/A,,,
EUROPEAN JOURNAL OF POLITICAL RESEARCH,4.943,5.774,2.96,>7.22,Q1,法学-1区,
EUROPEAN JOURNAL OF POLITICAL ECONOMY,2.366,2.343,1.21,2.48,Q2,经济学-3区,
EUROPEAN JOURNAL OF PLASTIC SURGERY,-,-,0.27,N/A,,,
EUROPEAN JOURNAL OF PLANT PATHOLOGY,1.907,2.224,1.06,2.16,Q2,农林科学-3区,
EUROPEAN JOURNAL OF PHYSIOTHERAPY,-,-,0.71,N/A,,,
EUROPEAN JOURNAL OF PHYSICS,0.781,0.883,0.43,0.82,Q4,物理与天体物理-4区,
EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,2.874,5.313,2.42,6.61,Q1,医学-3区,
EUROPEAN JOURNAL OF PHYCOLOGY,2.804,2.667,1.4,2.6,Q2,生物学-3区,
EUROPEAN JOURNAL OF PHILOSOPHY,-,-,0.28,N/A,,,
EUROPEAN JOURNAL OF PHARMACOLOGY,4.432,5.195,2.95,5.95,Q2,医学-3区,
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,5.571,5.589,2.9,5.1,Q1,医学-2区,
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,4.384,5.112,2.73,5.27,Q2,医学-2区,
EUROPEAN JOURNAL OF PERSONALITY,5.838,7,3.42,>8.75,Q1,心理学-1区,
EUROPEAN JOURNAL OF PEDIATRICS,3.183,3.86,1.99,>4.83,Q1,医学-2区,
EUROPEAN JOURNAL OF PEDIATRIC SURGERY REPORTS,-,-,0.38,N/A,,,
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,2.191,1.794,0.99,1.55,Q4,医学-3区,
EUROPEAN JOURNAL OF PAIN,3.934,3.651,2,4.1,Q3,医学-2区,
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,3.14,3.692,1.67,3.96,Q2,医学-3区,
EUROPEAN JOURNAL OF PAEDIATRIC DENTISTRY,2.231,2.327,2.18,>2.91,Q3,医学-3区,
EUROPEAN JOURNAL OF ORTHOPAEDIC SURGERY AND TRAUMATOLOGY,-,-,0.89,N/A,,,
EUROPEAN JOURNAL OF ORTHODONTICS,3.075,3.131,1.52,2.72,Q2,医学-2区,
EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,3.021,3.261,1.71,2.89,Q2,化学-3区,
EUROPEAN JOURNAL OF ORAL SCIENCES,2.612,2.16,1.13,2.02,Q4,医学-3区,
EUROPEAN JOURNAL OF OPHTHALMOLOGY,2.597,1.922,0.94,>2.40,Q4,医学-4区,
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5.334,6.363,3.73,7.66,Q1,管理学-2区,
EUROPEAN JOURNAL OF ONCOLOGY NURSING,2.398,2.588,1.56,>3.24,Q4,医学-2区,
EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,2.435,2.831,1.39,>3.54,Q3,医学-4区,
EUROPEAN JOURNAL OF NUTRITION,5.619,4.865,3.01,5.31,Q2,医学-2区,
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,9.236,10.057,5.21,11.17,Q1,医学-1区,
EUROPEAN JOURNAL OF NEUROSCIENCE,3.386,3.698,1.97,4.11,Q3,医学-3区,
EUROPEAN JOURNAL OF NEUROLOGY,6.089,6.288,2.94,7.41,Q1,医学-2区,
EUROPEAN JOURNAL OF MINERALOGY,1.567,1.87,0.99,1.75,Q3,地球科学-4区,
EUROPEAN JOURNAL OF MIGRATION AND LAW,0.929,0.889,0.56,>1.11,Q4,法学-4区,
EUROPEAN JOURNAL OF MICROBIOLOGY AND IMMUNOLOGY,-,-,1.14,N/A,,,
EUROPEAN JOURNAL OF MENTAL HEALTH,-,-,0.23,N/A,,,
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,6.514,7.088,3.97,6.79,Q1,医学-1区,
EUROPEAN JOURNAL OF MEDICAL RESEARCH,2.175,4.981,2.38,>6.23,Q2,医学-3区,
EUROPEAN JOURNAL OF MEDICAL GENETICS,2.708,2.465,1.09,2.17,Q3,医学-4区,
EUROPEAN JOURNAL OF MEDIA ART AND PHOTOGRAPHY,-,-,0.09,N/A,,,
EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,2.183,2.598,1.65,2.53,Q3,工程技术-3区,
EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,4.22,4.873,2.52,4.19,Q1,工程技术-2区,
EUROPEAN JOURNAL OF MATHEMATICS,-,-,0.32,N/A,,,
EUROPEAN JOURNAL OF MASS SPECTROMETRY,1.067,1.436,0.74,1.54,Q4,化学-4区,
EUROPEAN JOURNAL OF MARKETING,4.647,5.181,2.58,>6.48,Q2,管理学-4区,
EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS,-,-,2,N/A,,,
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,2.679,3.196,1.48,2.83,Q3,农林科学-3区,
EUROPEAN JOURNAL OF LEGAL STUDIES,-,-,0.19,N/A,,,
EUROPEAN JOURNAL OF LAW AND ECONOMICS,1.108,1.266,0.61,1.07,Q4,经济学-4区,
EUROPEAN JOURNAL OF KOREAN STUDIES,-,-,0.05,N/A,,,
EUROPEAN JOURNAL OF JEWISH STUDIES,-,-,0.04,N/A,,,
EUROPEAN JOURNAL OF INVESTIGATION IN HEALTH PSYCHOLOGY AND EDUCATION,-,-,1.87,N/A,,,
EUROPEAN JOURNAL OF INTERNATIONAL SECURITY,-,-,1.19,N/A,,,
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,4.023,2.946,1.89,3.11,Q1,法学-1区,
EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,2.507,2.294,0.82,2.39,Q4,管理学-4区,
EUROPEAN JOURNAL OF INTERNATIONAL LAW,1.833,1.734,0.46,<1.30,Q3,法学-3区,
EUROPEAN JOURNAL OF INTERNAL MEDICINE,4.624,7.749,3.84,>9.69,Q1,医学-3区,
EUROPEAN JOURNAL OF INTEGRATIVE MEDICINE,1.314,1.813,1.34,>2.27,Q4,医学-4区,
EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2.524,2.551,1.33,2.22,Q2,化学-3区,
EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,4.691,4.75,3.02,>5.94,Q3,管理学-3区,
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,4.344,9.011,5.66,>11.26,Q1,管理学-3区,
EUROPEAN JOURNAL OF INFLAMMATION,0.466,0.424,0.3,>0.53,Q4,医学-4区,
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,2.553,1.968,1.59,2.1,Q3,管理学-3区,
