编号,持续时间,数量,内容
1,2022/10/29 9:53-2022/10/29 9:53,1,  @所有人???本周日早上7:30时大筛，本周六常态化夜场暂停。
1,2022/10/29 10:49-2022/10/29 10:49,1,  收到，谢谢您。
1,2022/10/29 11:04-2022/10/29 11:04,1,  收到[Fight]
1,2022/10/31 17:47-2022/10/31 17:50,4,  [转发的网页]   @所有人???11月1日（周二）晚间、11月3日（周四）晚间??继续核酸大筛，具体另行通知。   收到[Fight]   收到[Fight]
1,2022/10/31 18:38-2022/10/31 18:38,1,  收到，谢谢您。
1,2022/11/1 10:55-2022/11/1 10:55,1,"  @所有人
11月1日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接、次密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10:1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
1,2022/11/1 12:03-2022/11/1 12:03,1,  收到[Fight]
1,2022/11/1 15:12-2022/11/1 15:14,2,  现在偷铅酸电瓶多了，大家注意防范！   @所有人? 这是警察?? 刚刚发的信息，让我转发的[Shake]
1,2022/11/3 11:57-2022/11/3 11:58,2,"  @所有人
11月3日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接、次密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10:1混采，使用核酸码或身份证，请听到叫号再下楼。                                               4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]      收到，谢谢您。"
1,2022/11/3 12:23-2022/11/3 12:23,1,  收到[Fight]
1,2022/11/4 20:35-2022/11/4 20:35,2,  [转发的网页]   @所有人???本周日早上核酸大筛，具体另行通知。
1,2022/11/5 11:44-2022/11/5 11:44,1,"  @所有人?现暂定于??明天（11月6日）早上8:00??小区核酸大筛??请大家耐心等待志愿者大喇叭喊楼。
??特别提醒，混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员、居家隔离人员、接种新冠疫苗48小时内的人员不参加本次筛查。
??今晚常态化核酸暂停开放。"
1,2022/11/5 11:59-2022/11/5 11:59,1,  收到[Fight]
1,2022/11/5 14:01-2022/11/5 14:01,1,  收到，谢谢您。
1,2022/11/7 16:39-2022/11/7 16:39,2,  [转发的网页]   @所有人???11月8日（周二）晚间、11月10日（周四）晚间??继续核酸大筛，具体另行通知。
1,2022/11/7 17:11-2022/11/7 17:11,1,  收到[Fight]
1,2022/11/7 19:34-2022/11/7 19:34,1,  收到，謝謝您。
1,2022/11/8 14:02-2022/11/8 14:04,3,"  @所有人?现暂定于??今天（11月8日）晚上19:00??小区核酸大筛??请大家耐心等待志愿者大喇叭喊楼。
??特别提醒，混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员、密接在居家隔离观察期间的人员、接种新冠疫苗48小时内的人员不参加本次筛查。
若今日在外做核酸的请将检测中的截图发在群内报备方可不参与今日核酸大筛。   收到谢谢   收到，謝謝您。"
1,2022/11/8 15:12-2022/11/8 15:12,1,  收到[Fight]
1,2022/11/10 10:27-2022/11/10 10:27,2,"  @所有人?现暂定于??今天（11月10日）晚上19:00??小区核酸大筛??请大家耐心等待志愿者大喇叭喊楼。
??特别提醒，混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员、密接、次密接在居家隔离观察期间的人员、接种新冠疫苗48小时内的人员不参加本次筛查。
若今日在外做核酸的请将检测中的截图发在群内报备方可不参与今日核酸大筛。   收到[Fight]"
1,2022/11/10 11:18-2022/11/10 11:28,2,  收到，谢谢您。   收到
1,2022/11/10 19:56-2022/11/10 20:03,5,"[点击播放语音]   谢谢您关??   @毛头?
谢谢您的通知！   应该的   明天9点左右去[Fight]"
1,2022/11/11 15:49-2022/11/11 15:49,1,  @所有人???本周日早上核酸大筛，具体另行通知。
1,2022/11/11 16:51-2022/11/11 16:51,1,  [OK]
1,2022/11/11 18:16-2022/11/11 18:16,1,  收到，谢谢您。
1,2022/11/12 14:04-2022/11/12 14:06,2,"  @所有人?现暂定于??明天（11月13日）早上8:00??小区核酸大筛??请大家耐心等待志愿者大喇叭喊楼。
??特别提醒，混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员、居家隔离人员、接种新冠疫苗48小时内的人员不参加本次筛查。
??今晚常态化核酸暂停开放。   收到谢谢"
1,2022/11/12 15:00-2022/11/12 15:00,1,  收到
1,2022/11/12 17:06-2022/11/12 17:06,1,  收到，谢谢您。
1,2022/11/16 0:19-2022/11/16 0:19,2,images\[00145]2022-11-16 00-19-06   哪家的快递，放在103门口了，有时间过来拿一下[Smile][Smile][Smile]
1,2022/11/17 17:23-2022/11/17 17:23,1,  今天晚上有做核酸嘛请问
1,2022/11/19 10:06-2022/11/19 10:08,3,  @所有人 紧急通知??因疫情防控需要，原定于11月20日（周日）上午开展的周末进社区便民核酸筛查，现改为11月19日（周六）晚19:00-20:00，将不再采取喊楼，请有需要做核酸的居民自行下楼做核酸。   [转发的网页]   [OK]
1,2022/11/19 10:46-2022/11/19 10:46,1,  收到，谢谢您。
1,2022/11/20 12:59-2022/11/20 12:59,2,  @所有人?因疫情防控需要，今晚11月20日（周日）19:00-20:00继续开展进社区便民核酸筛查，请有需要做核酸的居民自行下楼做核酸。   收到
1,2022/11/20 13:43-2022/11/20 13:43,1,  收到[Fight]
1,2022/11/20 14:02-2022/11/20 14:02,1,  收到，谢谢您。
1,2022/11/22 11:33-2022/11/22 11:33,1,  @所有人???根据疫情防控需要，11月22日-11月24日晚19:00-20:00时将开展三天三检核酸筛查??根据要求“非检不出”，请大家积极参与筛查并配合筛查期间及次日门岗查验。
1,2022/11/22 14:58-2022/11/22 15:01,2,  收到[Fight]   收到，谢谢您。
1,2022/11/22 17:07-2022/11/22 17:12,5,images\[00146]2022-11-22 17-07-05   啊，封多久啊？   现在还知道[Facepalm]   封几天啊   为啥要封啊？
1,2022/11/22 17:36-2022/11/22 17:36,1,  [转发的网页]
1,2022/11/22 18:23-2022/11/22 18:27,4,"  @友谊?.   ""友谊"" recalled a message   在   ？？？"
1,2022/11/22 19:08-2022/11/22 19:08,2,  @所有人?今晚核酸听喊楼哦   @所有人?一会小区做单人单管
1,2022/11/22 20:15-2022/11/22 20:15,1,  @所有人?1、2、3、4、5号沿街的居民楼，不要进小区做核酸，晚些医生会出去给大家做。
1,2022/11/22 22:52-2022/11/22 22:53,2,images\[00147]2022-11-22 22-52-49   @所有人?接到通知邯郸路470弄实施2+5防疫封控，我们政通路305弄、285弄不受影响！
1,2022/11/22 23:07-2022/11/22 23:07,1,  好滴
1,2022/11/22 23:42-2022/11/22 23:42,1,images\[00148]2022-11-22 23-42-41
1,2022/11/24 16:06-2022/11/24 16:06,1,  @所有人??根据疫情防控需要，11月24日（周四）晚19:00-20:00时继续开展三天三检核酸筛查?根据要求“非检不出”，请大家积极参与筛查并配合筛查期间及次日门岗查验。
1,2022/11/24 16:37-2022/11/24 16:38,2,  收到   收到，谢谢您。
1,2022/11/24 22:21-2022/11/24 22:21,1,  @所有人?建新卫生服务站点明天恢复正常就诊，请互相转告。
1,2022/11/25 11:08-2022/11/25 11:08,1,  @所有人?因疫情防控需要，今晚11月25日（周五）19:00-20:00时，继续开展进社区便民核酸筛查，请有需要做核酸的居民自行下楼做核酸。
1,2022/11/25 14:07-2022/11/25 14:07,1,  [转发的网页]
1,2022/11/26 13:44-2022/11/26 13:44,1,  @所有人?因疫情防控需要，原定于11月27日（周日）上午开展的周末进社区便民核酸筛查，??现改为11月26日（周六）晚19:00-20:00时??，请有需要做核酸的居民自行下楼做核酸。
1,2022/11/27 13:27-2022/11/27 13:27,1,  [转发的网页]
1,2022/11/28 2:00-2022/11/28 2:00,1,  [转发的网页]
1,2022/11/29 14:15-2022/11/29 14:15,1,  [转发的网页]
1,2022/11/30 13:51-2022/11/30 13:51,1,  [转发的网页]
1,2022/12/1 15:24-2022/12/1 15:25,4,  @所有人 今天三天三检需要扫场所码做核酸，请大家知晓。   [转发的网页]   @所有人 今天三天三检需要扫场所码做核酸，请大家知晓。   [转发的网页]
1,2022/12/2 12:58-2022/12/2 12:58,1,"  ""104"" recalled a message"
1,2022/12/2 14:53-2022/12/2 14:53,1,  [转发的网页]
1,2022/12/2 15:41-2022/12/2 15:41,1,  收到，谢谢您。
1,2022/12/3 10:56-2022/12/3 10:56,1,  [转发的网页]
1,2022/12/3 11:36-2022/12/3 11:53,12,  @毛头?在吗   @所有人?因小区临时封控，晚间核酸待定，具体等街道安排后告知各位。 images\[00149]2022-12-03 11-40-40      收一下，@毛头?   收到了   谢谢   我们小区封控没有，可以出去吗@陶陶?   现在可以   哦，谢谢@毛头?   不用谢   [Shake]
1,2022/12/3 12:31-2022/12/3 12:31,1,[点击播放视频]
1,2022/12/3 18:33-2022/12/3 18:33,2,  @所有人?今天晚上核酸筛查正常开展，请有需要的居民带好手机或身份证，扫现场场所码进行扫码检测。   收到谢谢
1,2022/12/3 18:45-2022/12/3 18:46,2,     收到[Grin][Fight]
1,2022/12/3 19:05-2022/12/3 19:06,2,[点击播放语音]   [OK]
1,2022/12/3 21:25-2022/12/3 21:27,2,  @所有人?通知：政通路305弄所有楼栋已解封。   好的谢谢
1,2022/12/3 21:38-2022/12/3 21:38,1,  收到
1,2022/12/4 14:07-2022/12/4 14:07,1,  [转发的网页]
1,2022/12/4 14:34-2022/12/4 14:34,1,  收到，谢谢您。
1,2022/12/5 10:46-2022/12/5 10:46,1,"  ""102阿姨"" recalled a message"
1,2022/12/5 17:57-2022/12/5 17:57,1,  丨1
1,2022/12/6 11:06-2022/12/6 11:09,2,  [转发的网页]   收到[Fight]
1,2022/12/6 11:28-2022/12/6 11:28,1,  [OK]
1,2022/12/9 10:18-2022/12/9 10:18,1,"                     温馨提醒
老年朋友们:
        老年人是新冠病毒感染的脆弱人群，尤其是有慢性疾病的老年人，在感染新冠病毒后出现重症、死亡的比例较高。接种新冠疫苗，可有效降低发生重症和死亡的风险，为老年人构筑免疫屏障，大规模接种也充分验证了疫苗在老年人中使用的安全性。
        根据国务院联防联控机制发布的《加强老年人新冠病毒疫苗接种工作方案》要求，除医务人员科学判定的接种禁忌外，老年人要做到“应接尽接”，保护自己、保护他人。
        杨浦区计划开展疫苗接种服务，提供针剂和吸入式疫苗，接种有奖欢迎老年朋友们积极参与。
        疫苗接种报名电话:021-65114432"
1,2022/12/9 15:15-2022/12/9 15:15,2,  [转发的网页]   @所有人???社区常态化核酸暂停了
1,2022/12/9 19:44-2022/12/9 19:44,1,"            重要提醒！

四天内，所有方仓医院腾空！最近这几天能不出门就不要出门了，因为从昨天晚上到今天、明天各方舱会出来很多人，而且方舱也不管你阳不阳就会让你走，没有街道或居委会点对点接人，都是自己打车回家。这几天大家一定要注意防护。

无数??在四处乱窜，疫情大面积爆发的可能性越来越大，一定要严加防范。"
1,2022/12/12 21:07-2022/12/12 21:08,2,  [转发的网页]   帮忙转发，建新小区偷快递案
1,2022/12/16 13:01-2022/12/16 13:01,1,  [转发的网页]
1,2022/12/17 19:28-2022/12/17 19:28,1,[点击播放语音]
1,2022/12/21 15:40-2022/12/21 15:40,1,  邻居们～想问下大家有没有多余的温度计呀 想买一根儿，网上都买不到了
1,2022/12/21 17:32-2022/12/21 17:37,5,  6O2您下耒我3O1室我有温度计，您耒拿用。   谢谢您阿姨！我已经买到了   暂时不需要啦   我才看您需要，没关系我们都是同住房，好居民。   [Heart]
1,2022/12/25 15:08-2022/12/25 15:08,1,  @所有人?楼里有60岁以上的老人要打新冠疫苗的， 不管第几针 ，请直接联系居委会 ：65114432。
