School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
8555,46928,Rose Bay Secondary College,34A Hardy St,Dover Heights,2030,9301 0300,rosebay-h.school@det.nsw.edu.au,https://rosebay-h.schools.nsw.gov.au,9371 4688,1271.3,1.0,42.0,1105,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1982-01-01,Waverley (A),Vaucluse,Vaucluse,Wentworth,Metropolitan South,Bondi,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.878347,151.276121,Sydney,Sydney - Eastern Suburbs,2023-08-22
8556,46425,Alexandria Park Community School,Park Rd,Alexandria ,2015,9698 1967,alexparkcs-c.school@det.nsw.edu.au,https://alexparkcs-c.schools.nsw.gov.au,9319 5007,1087.0,18.0,56.0,1033,Central/Community School,Partially Selective,Y,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1982-01-01,Sydney (C),Heffron,Heffron,Sydney,Metropolitan South,Port Jackson,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.901164,151.196518,Sydney,Sydney - City and Inner South,2023-08-22
8559,56211,Jamison High School,222 Evans St,SOUTH PENRITH,2750,4731 6150,jamison-h.school@det.nsw.edu.au,https://jamison-h.schools.nsw.gov.au,4721 2502,870.4,10.0,16.0,965,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1982-01-01,Penrith (C),Penrith,Penrith,Lindsay,Metropolitan South and West,Penrith,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.775335,150.698118,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8560,54946,Prairiewood High School,203-215 Restwell Road,PRAIRIEWOOD,2176,9725 5444,prairiewoo-h.school@det.nsw.edu.au,https://prairiewoo-h.schools.nsw.gov.au,9604 6127,1275.0,1.0,87.0,972,Secondary School,Partially Selective,N,Language,Year 7 to Year 12,,N,N,N,Coed,N,1984-01-01,Fairfield (C),Prospect,Prospect,Fowler,Metropolitan South and West,Cowpasture,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.85948,150.901709,South Western Sydney,Sydney - South West,2023-08-22
8561,46389,Shoalhaven High School,Park Rd,Nowra ,2541,4421 8022,shoalhaven-h.school@det.nsw.edu.au,https://shoalhaven-h.schools.nsw.gov.au,4423 0272,628.0,31.0,3.0,864,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-02-01,Shoalhaven (C),South Coast,South Coast,Gilmore,Connected Communities,Connected Communities Team 1,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.897296,150.610096,Southern NSW,Southern Highlands and Shoalhaven,2023-08-22
8562,54964,Irrawang High School,Mount Hall Rd,RAYMOND TERRACE,2324,4987 4687,irrawang-h.school@det.nsw.edu.au,https://irrawang-h.schools.nsw.gov.au,4983 1027,976.8,18.0,4.0,931,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-01-01,Port Stephens (A),Port Stephens,Port Stephens,Paterson,Regional North,Port Stephens,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.761513,151.766861,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
8563,14976,Tuggerah Lakes Secondary College Berkeley Vale Campus,Berkeley Rd,Berkeley Vale,2261,4388 1899,berkeleyva-h.school@det.nsw.edu.au,https://berkeleyva-h.schools.nsw.gov.au,4388 5539,839.0,13.0,7.0,970,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1983-02-01,Central Coast (C),The Entrance,The Entrance,Dobell,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.341698,151.424751,Hunter/Central Coast,Central Coast,2023-08-22
8564,56185,Holsworthy High School,Huon Cres,Holsworthy,2173,9825 2888,holsworthy-h.school@det.nsw.edu.au,https://holsworthy-h.schools.nsw.gov.au,9825 1082,612.4,5.0,39.0,984,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-01-01,Liverpool (C),Holsworthy,Holsworthy,Hughes,Metropolitan South and West,Chipping Norton,Riverwood,9408 8900,"Union St, Riverwood 2210",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.955528,150.95232,South Western Sydney,Sydney - South West,2023-08-22
8565,54984,Hawkesbury High School,1 Hibberts Lane,Freemans Reach ,2756,4579 6800,hawkesbury-h.school@det.nsw.edu.au,https://hawkesbury-h.schools.nsw.gov.au,4579 6733,459.3,13.0,6.0,949,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-01-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.559541,150.798039,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
8566,49625,Melville High School,Nicholson St,Kempsey ,2440,6562 7511,melville-h.school@det.nsw.edu.au,https://melville-h.schools.nsw.gov.au,6562 7405,516.8,35.0,7.0,860,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-01-01,Kempsey (A),Oxley,Oxley,Cowper,Connected Communities,Connected Communities Team 1,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.09002,152.825104,North Coast,Mid North Coast,2023-08-22
8567,7704,Northern Beaches Secondary College Manly Campus,138 Abbott Rd,North Curl Curl ,2099,9905 3982,nbscmanlys-h.school@det.nsw.edu.au,https://nbscmanlys-h.schools.nsw.gov.au,9905 7772,774.3,1.0,51.0,1222,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1983-01-01,Northern Beaches (A),Manly,Manly,Warringah,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.762388,151.281355,Northern Sydney,Sydney - Northern Beaches,2023-08-22
8568,47710,Northern Beaches Secondary College Freshwater Senior Campus,153 Harbord Road,FRESHWATER,2096,9905 2634,nbscfreshw-h.school@det.nsw.edu.au,https://nbscfreshw-h.schools.nsw.gov.au,9905 2677,640.2,1.0,17.0,1085,Secondary School,Not Selective,N,Senior College,Year 11 to Year 12,,N,N,N,Coed,N,1983-01-01,Northern Beaches (A),Manly,Manly,Warringah,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.76751,151.279975,Northern Sydney,Sydney - Northern Beaches,2023-08-22
8569,46506,Eagle Vale High School,Drysdale Rd,Eagle Vale,2558,4626 5088,eaglevale-h.school@det.nsw.edu.au,https://eaglevale-h.schools.nsw.gov.au,4628 0408,508.0,9.0,46.0,897,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1984-01-01,Campbelltown (C),Leppington,Campbelltown,Macarthur,Regional South,Campbelltown,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.039942,150.803543,South Western Sydney,Sydney - Outer South West,2023-08-22
8570,54941,Ambarvale High School,Thomas Rose Drive,Rosemeadow ,2560,4627 1800,ambarvale-h.school@det.nsw.edu.au,https://ambarvale-h.schools.nsw.gov.au,4628 5289,851.8,16.0,35.0,907,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1984-01-01,Campbelltown (C),Campbelltown,Campbelltown,Macarthur,Regional South,Camden,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.099984,150.801938,South Western Sydney,Sydney - Outer South West,2023-08-22
8571,50719,St Clair High School,6 Endeavour Avenue,ST CLAIR,2759,9670 6700,stclair-h.school@det.nsw.edu.au,https://stclair-h.schools.nsw.gov.au,9834 3867,653.0,9.0,36.0,942,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1984-09-01,Penrith (C),Badgerys Creek,Mulgoa,McMahon,Metropolitan South and West,Eastern Creek,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.794217,150.786794,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8572,56270,Rutherford Technology High School,30 Avery Street,RUTHERFORD,2320,4932 5999,rutherford-h.school@det.nsw.edu.au,https://rutherford-h.schools.nsw.gov.au,4932 8166,1349.8000000000002,19.0,6.0,909,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,,N,N,N,Coed,N,1985-01-01,Maitland (C),Maitland,Maitland,Paterson,Regional North and West,Maitland,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.711235,151.531424,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
8573,54956,Winmalee High School,High School Drive,Winmalee ,2777,4754 2822,winmalee-h.school@det.nsw.edu.au,https://winmalee-h.schools.nsw.gov.au,4754 3280,808.2,5.0,7.0,1041,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1985-01-01,Blue Mountains (C),Blue Mountains,Blue Mountains,Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.676047,150.615138,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8574,54958,Mount View High School,MOUNT VIEW HIGH SCHOOL 106 MOUNT VIEW ROAD,CESSNOCK,2325,(02) 49902566,mountview-h.school@det.nsw.edu.au,https://mountview-h.schools.nsw.gov.au,,903.8,20.0,3.0,916,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1985-01-01,Cessnock (C),Cessnock,Cessnock,Hunter,Regional North,Cessnock,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.827955,151.333246,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
8575,56171,Robert Townson High School,Thunderbolt Drive,Raby ,2566,9824 7777,roberttown-h.school@det.nsw.edu.au,https://roberttown-h.schools.nsw.gov.au,9820 2921,753.0,7.0,51.0,956,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1987-01-01,Campbelltown (C),Leppington,Macquarie Fields,Macarthur,Metropolitan South and West,St Andrews,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.01533,150.817995,South Western Sydney,Sydney - Outer South West,2023-08-22
8577,56182,Byron Bay High School,2 Arakwal Court,Byron Bay,2481,6685 8188,byronbay-h.school@det.nsw.edu.au,https://byronbay-h.schools.nsw.gov.au,6685 8119,712.4,3.0,17.0,1056,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1987-01-01,Byron (A),Ballina,Ballina,Richmond,Rural North,Lennox Coast,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.667572,153.616057,North Coast,Richmond - Tweed,2023-08-22
8578,54740,Alstonville High School,Cawley Close,Alstonville ,2477,6628 5222,alstonvill-h.school@det.nsw.edu.au,https://alstonvill-h.schools.nsw.gov.au,6628 1223,629.8,8.0,9.0,1005,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1986-01-01,Ballina (A),Ballina,Ballina,Page,Rural North,Lennox Coast,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.838812,153.433756,North Coast,Richmond - Tweed,2023-08-22
8579,55392,Kingscliff High School,33 Oxford St,Kingscliff ,2487,6674 9777,kingscliff-h.school@det.nsw.edu.au,https://kingscliff-h.schools.nsw.gov.au,6674 3270,1007.8,10.0,7.0,999,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1986-01-01,Tweed (A),Tweed,Tweed,Richmond,Rural North,Tweed Coast,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.266568,153.570474,North Coast,Richmond - Tweed,2023-08-22
8580,55109,Cranebrook High School,Hosking Street,Cranebrook,2749,4729 0777,cranebrook-h.school@det.nsw.edu.au,https://cranebrook-h.schools.nsw.gov.au,4729 1384,777.4,21.0,14.0,909,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1987-01-01,Penrith (C),Penrith,Penrith,Lindsay,Metropolitan North,Cambridge Park,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.721662,150.709812,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8581,54942,Batemans Bay High School,Beach Rd,Batehaven ,2536,4478 3600,batemansba-h.school@det.nsw.edu.au,https://batemansba-h.schools.nsw.gov.au,4472 8173,661.0,25.0,6.0,911,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1988-01-01,Eurobodalla (A),Bega,Bega,Gilmore,Regional South,Yass,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Inner Regional Australia,-35.729246,150.194447,Southern NSW,Capital Region,2023-08-22
8582,54943,Bossley Park High School,Prairievale Rd,Bossley Park ,2176,9823 1033,bossleypk-h.school@det.nsw.edu.au,https://bossleypk-h.schools.nsw.gov.au,9823 7835,1288.0,1.0,82.0,968,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1988-01-01,Fairfield (C),Cabramatta,Prospect,Fowler,Metropolitan South and West,Cowpasture,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.870958,150.875379,South Western Sydney,Sydney - South West,2023-08-22
8583,46137,Menai High School,40 Gerald Rd,Menai ,2234,9543 7000,menai-h.school@det.nsw.edu.au,https://menai-h.schools.nsw.gov.au,9543 5513,1128.0,2.0,35.0,1048,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1988-01-01,Sutherland Shire (A),Miranda,Miranda,Hughes,Metropolitan South and West,Woronora River,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.002904,151.023851,Sydney,Sydney - Sutherland,2023-08-22
8584,55114,Elizabeth Macarthur High School,Waterworth Drive,Narellan ,2567,4646 1899,elizabeth-h.school@det.nsw.edu.au,https://elizabeth-h.schools.nsw.gov.au,4647 1569,1326.0,5.0,34.0,1009,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1988-01-01,Camden (A),Camden,Camden,Hume,Regional South,Macarthur,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.057072,150.740091,South Western Sydney,Sydney - Outer South West,2023-08-22
8585,54954,Kincumber High School,Bungoona Rd,Kincumber,2251,4369 1555,kincumber-h.school@det.nsw.edu.au,https://kincumber-h.schools.nsw.gov.au,4363 1265,1011.0,5.0,6.0,1029,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1990-01-01,Central Coast (C),Terrigal,Terrigal,Robertson,Regional North,Brisbane Water,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.464894,151.382516,Hunter/Central Coast,Central Coast,2023-08-22
8586,54950,Albion Park High School,Church St,Albion Park ,2527,4257 1744,albionpk-h.school@det.nsw.edu.au,https://albionpk-h.schools.nsw.gov.au,4257 1826,983.0,9.0,6.0,972,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1991-01-29,Shellharbour (C),Kiama,Kiama,Whitlam,Regional South,Lake Illawarra South,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.576702,150.773359,Southern NSW,Illawarra,2023-08-22
8587,56692,Sydney Distance Education High School,Forbes St,Woolloomooloo ,2011,9383 0200,Sydneyh-d.school@det.nsw.edu.au,https://sydneyh-d.schools.nsw.gov.au,9383 0222,518.7,8.0,18.0,1027,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,S,N,Coed,N,1991-01-01,Sydney (C),Sydney,Sydney,Sydney,Metropolitan South,Port Jackson,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.871053,151.22098,Sydney,Sydney - City and Inner South,2023-08-22
8588,66878,NSW School of Languages,35 West Street,Petersham,2049,9381 4800,nswschoollang.school@det.nsw.edu.au,https://nswschoollang.schools.nsw.gov.au,9381 4950,,,,,Secondary School,Not Selective,N,Language,Year 7 to Year 12,,N,S,N,Coed,N,1991-01-29,Inner West (A),Newtown,Newtown,Grayndler,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.894807,151.150285,Sydney,Sydney - City and Inner South,2023-08-22
8589,54975,Thomas Reddall High School,Cnr Woodhouse Dr & Jaggers Pl,Ambarvale,2560,4625 4404,thomasredd-h.school@det.nsw.edu.au,https://thomasredd-h.schools.nsw.gov.au,4628 1453,462.0,15.0,34.0,904,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1991-01-29,Campbelltown (C),Campbelltown,Campbelltown,Macarthur,Regional South,Campbelltown,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.082029,150.801488,South Western Sydney,Sydney - Outer South West,2023-08-22
8590,54957,Erskine Park High School,Swallow Drive,Erskine Park ,2759,9834 3536,erskinepk-h.school@det.nsw.edu.au,https://erskinepk-h.schools.nsw.gov.au,9834 3864,931.0,6.0,31.0,975,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1991-01-29,Penrith (C),Badgerys Creek,Mulgoa,McMahon,Metropolitan South and West,Eastern Creek,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.807899,150.802962,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8591,54694,Narara Valley High School,Cnr Fountains & Pandala Rds,Narara ,2250,4329 3780,nararavaly-h.school@det.nsw.edu.au,https://nararavaly-h.schools.nsw.gov.au,4328 3609,760.6999999999999,11.0,11.0,971,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1991-01-29,Central Coast (C),Gosford,Gosford,Robertson,Regional North,Central Coast,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.398422,151.334064,Hunter/Central Coast,Central Coast,2023-08-22
