类别,行政区,点评数,口味,环境,服务,人均消费,城市,Lng,Lat
甜点, 嘉定区,185,7.2,7.2,6.9,11,上海市,121.3196473,31.23909958
火锅, 嘉定区,29,7.6,7.4,7.4,55,上海市,121.3196165,31.23737043
西餐, 嘉定区,1722,8.1,8.2,8.1,72,上海市,121.3196102,31.24143059
快餐, 嘉定区,29,7.2,7.5,7.3,22,上海市,121.3196062,31.24178943
快餐, 嘉定区,64,6.7,6.7,6.6,13,上海市,121.3195942,31.24107878
甜点, 松江区,3,7,7,7,19,上海市,121.3195941,30.95082767
甜点, 嘉定区,14,7.1,7.1,7.1,35,上海市,121.3195239,31.24683431
火锅, 嘉定区,1767,9.2,9.2,9.3,131,上海市,121.3194934,31.24218747
火锅, 嘉定区,4169,9,9,8.9,125,上海市,121.3194375,31.24188471
火锅, 嘉定区,2060,8.2,8.5,8,136,上海市,121.3194375,31.24188471
助餐, 嘉定区,2827,7.5,7.6,7.6,73,上海市,121.3194375,31.24188471
快餐, 嘉定区,851,7.7,7.3,7.5,27,上海市,121.3194375,31.24188471
西餐, 嘉定区,1023,8.4,8.9,9,113,上海市,121.3194375,31.24188471
甜点, 嘉定区,787,8.2,8,7.9,54,上海市,121.3194375,31.24188471
甜点, 嘉定区,458,8,7.9,7.7,24,上海市,121.3194375,31.24188471
快餐, 嘉定区,161,8,7.7,8.1,22,上海市,121.3192459,31.24236686
快餐, 嘉定区,67,6.9,6.8,6.8,22,上海市,121.3192459,31.24236686
甜点, 嘉定区,31,7.3,7.3,7.3,22,上海市,121.3192459,31.24236686
川菜, 嘉定区,582,8.1,8.3,8.3,104,上海市,121.319228,31.24159325
川菜, 嘉定区,871,7.2,7.5,7.1,80,上海市,121.319228,31.24159325
湘菜, 嘉定区,3511,8.2,8.3,8.2,91,上海市,121.319228,31.24159325
湘菜, 嘉定区,857,8,8.4,8.1,66,上海市,121.319228,31.24159325
北菜, 嘉定区,2949,7.6,7.6,7.6,61,上海市,121.319228,31.24159325
火锅, 嘉定区,486,7.6,7.6,7.1,101,上海市,121.319228,31.24159325
火锅, 嘉定区,2210,7.1,7.2,7.3,131,上海市,121.319228,31.24159325
火锅, 嘉定区,257,7.4,7.5,7.4,120,上海市,121.319228,31.24159325
快餐, 嘉定区,108,7.8,7.8,7.8,21,上海市,121.319228,31.24159325
快餐, 嘉定区,570,7.3,7.6,7.4,43,上海市,121.319228,31.24159325
快餐, 嘉定区,313,7.8,8.1,8,36,上海市,121.319228,31.24159325
快餐, 嘉定区,43,7.5,7.6,7.6,26,上海市,121.319228,31.24159325
快餐, 嘉定区,27,6.9,6.9,7.2,10,上海市,121.319228,31.24159325
快餐, 嘉定区,50,7.3,7,7.2,24,上海市,121.319228,31.24159325
快餐, 嘉定区,53,7.3,7,6.4,69,上海市,121.319228,31.24159325
本菜, 嘉定区,4556,8.7,9,9,112,上海市,121.319228,31.24159325
料理, 嘉定区,1634,7.3,7.6,7.6,75,上海市,121.319228,31.24159325
料理, 嘉定区,1255,7.4,7.4,7.2,47,上海市,121.319228,31.24159325
亚菜, 嘉定区,1318,7.4,7.8,7.7,100,上海市,121.319228,31.24159325
甜点, 嘉定区,45,7.7,7.9,8.2,17,上海市,121.319228,31.24159325
甜点, 嘉定区,162,7.6,7.6,7.3,84,上海市,121.319228,31.24159325
甜点, 嘉定区,78,7.3,7.6,7.7,12,上海市,121.319228,31.24159325
甜点, 嘉定区,265,7.1,6.8,6.5,12,上海市,121.319228,31.24159325
甜点, 嘉定区,47,6.9,7.1,7.3,18,上海市,121.319228,31.24159325
甜点, 嘉定区,9,7.3,7.1,7.1,14,上海市,121.319228,31.24159325
南菜, 嘉定区,93,5.4,6.7,6.1,94,上海市,121.319228,31.24159325
西餐, 嘉定区,1,6.9,6.9,6.9,25,上海市,121.3192219,31.28993046
粤菜, 嘉定区,0,0,0,0,31,上海市,121.3192237,31.23337102
甜点, 嘉定区,783,7.4,7.5,7.2,25,上海市,121.319205,31.24202209
快餐, 嘉定区,207,7.5,7.4,7.4,36,上海市,121.3192021,31.24140338
浙菜, 嘉定区,683,8.2,8.4,7.9,81,上海市,121.3191761,31.24159534
浙菜, 嘉定区,1623,7.1,7.1,6.7,111,上海市,121.3191761,31.24159534
浙菜, 嘉定区,72,6.8,7.6,7.3,75,上海市,121.3191761,31.24159534
湾菜, 嘉定区,1830,8.1,8.4,8.3,87,上海市,121.3191761,31.24159534
粤菜, 嘉定区,3117,7.6,7.8,7.3,87,上海市,121.3191761,31.24159534
火锅, 嘉定区,179,8,9,8.1,83,上海市,121.3191761,31.24159534
火锅, 嘉定区,97,8.1,8,8.3,51,上海市,121.3191761,31.24159534
火锅, 嘉定区,532,7.6,7.8,7.5,87,上海市,121.3191761,31.24159534
火锅, 嘉定区,34,8,7.8,8,38,上海市,121.3191761,31.24159534
火锅, 嘉定区,69,7.6,7.8,8.4,97,上海市,121.3191761,31.24159534
快餐, 嘉定区,1390,8.1,7.7,7.7,23,上海市,121.3191761,31.24159534
快餐, 嘉定区,35,7.7,7.8,7.7,24,上海市,121.3191761,31.24159534
快餐, 嘉定区,220,7.4,7.2,7.1,34,上海市,121.3191761,31.24159534
快餐, 嘉定区,1138,7.5,7.5,7.2,35,上海市,121.3191761,31.24159534
快餐, 嘉定区,59,7.5,7.4,7.4,14,上海市,121.3191761,31.24159534
快餐, 嘉定区,129,7.1,6.8,6.6,13,上海市,121.3191761,31.24159534
快餐, 嘉定区,81,7.3,7.4,7.1,26,上海市,121.3191761,31.24159534
快餐, 嘉定区,197,7,7.3,7,23,上海市,121.3191761,31.24159534
快餐, 嘉定区,665,7.5,7.3,7.4,11,上海市,121.3191761,31.24159534
快餐, 嘉定区,56,7.3,7.2,7.3,27,上海市,121.3191761,31.24159534
快餐, 嘉定区,11,6.7,6.6,6.7,20,上海市,121.3191761,31.24159534
快餐, 嘉定区,73,7.4,7.4,7.5,18,上海市,121.3191761,31.24159534
本菜, 嘉定区,1506,8.2,8.3,8.4,94,上海市,121.3191761,31.24159534
本菜, 嘉定区,1177,7.8,7.8,7.6,46,上海市,121.3191761,31.24159534
料理, 嘉定区,2153,8.9,8.7,9,99,上海市,121.3191761,31.24159534
烧烤, 嘉定区,324,8.4,8.4,8.1,120,上海市,121.3191761,31.24159534
西餐, 嘉定区,501,8.4,8.6,7.9,88,上海市,121.3191761,31.24159534
甜点, 嘉定区,46,7.2,7.4,6.8,24,上海市,121.3191761,31.24159534
甜点, 嘉定区,128,7.4,7.3,7.3,23,上海市,121.3191761,31.24159534
甜点, 嘉定区,70,7.1,7.1,6.9,42,上海市,121.3191761,31.24159534
甜点, 嘉定区,320,7.6,7.5,7.3,30,上海市,121.3191761,31.24159534
甜点, 嘉定区,20,7.1,7.2,7.2,25,上海市,121.3191761,31.24159534
甜点, 嘉定区,98,7.5,7.5,7.4,21,上海市,121.3191761,31.24159534
美食, 嘉定区,988,8.4,8.8,8.8,72,上海市,121.3191761,31.24159534
美食, 嘉定区,4329,8.2,8.8,8.8,85,上海市,121.3191761,31.24159534
快餐, 嘉定区,11,7.3,7.3,7.4,21,上海市,121.3191761,31.24159534
北菜, 嘉定区,3880,8.8,8.9,9,95,上海市,121.3191761,31.24159534
北菜, 嘉定区,187,6.3,6.4,6.5,61,上海市,121.3191761,31.24159534
甜点, 嘉定区,1188,8.1,8,7.9,19,上海市,121.3191402,31.24218714
快餐, 嘉定区,199,7.3,7.2,7,32,上海市,121.3191143,31.24105771
快餐, 嘉定区,69,7.1,7.1,7.1,15,上海市,121.3190286,31.24021125
快餐, 嘉定区,29,7.4,7.3,7.5,14,上海市,121.319025,31.24688524
快餐, 嘉定区,24,7.3,7.3,7.3,16,上海市,121.3190106,31.24061311
咖啡厅, 长宁区,4,7.1,7.4,7,38,上海市,121.3189966,31.21815358
火锅, 嘉定区,910,7.7,7.7,7.4,61,上海市,121.3189845,31.24207149
西餐, 嘉定区,556,8.2,8.2,8,73,上海市,121.3189845,31.24207149
咖啡厅, 嘉定区,347,7.8,7.7,8.1,40,上海市,121.3189845,31.24207149
甜点, 嘉定区,421,7.8,7.6,7.5,71,上海市,121.3189845,31.24207149
火锅, 嘉定区,6,7.7,7.6,7.7,56,上海市,121.3189722,31.24647953
川菜, 嘉定区,116,6.9,7,6.9,78,上海市,121.3189637,31.241041
助餐, 嘉定区,43,7.1,7,7.2,54,上海市,121.3189407,31.24116099
西餐, 松江区,96,7.4,7.4,7.4,39,上海市,121.3189484,31.12840747
甜点, 嘉定区,6,6.7,6.7,6.9,15,上海市,121.3188887,31.24257045
料理, 嘉定区,471,0,0,0,101,上海市,121.3188799,31.24070032
快餐, 嘉定区,8,6.9,6.8,6.9,18,上海市,121.3188692,31.23775968
甜点, 嘉定区,25,7.4,7.4,7.3,12,上海市,121.3188668,31.24256649
浙菜, 宝山区,14,7.3,6.8,6.8,84,上海市,121.3188242,31.47021069
火锅, 嘉定区,6,7.1,7.1,7.1,40,上海市,121.3188318,31.28937243
川菜, 闵行区,0,0,0,0,65,上海市,121.3187872,31.22754156
湘菜, 松江区,218,7.7,8.1,7.1,72,上海市,121.3187882,31.15779813
甜点, 松江区,29,6.7,6.8,6.7,20,上海市,121.3187882,31.15779813
湘菜, 嘉定区,1011,7.4,7.3,7.4,86,上海市,121.3187472,31.24082251
西餐, 嘉定区,177,7.6,8.1,8,75,上海市,121.3187472,31.24082251
美食, 嘉定区,10,7.4,7.3,7.4,30,上海市,121.318736,31.28949256
龙虾, 嘉定区,43,7.1,6.8,6.8,72,上海市,121.3187068,31.24628612
火锅, 嘉定区,17,6.5,6.5,6.5,166,上海市,121.3186774,31.2404828
快餐, 嘉定区,60,7,7,7.1,25,上海市,121.3186574,31.2405758
浙菜, 嘉定区,293,9.1,8.8,8.7,64,上海市,121.3186035,31.29886006
川菜, 嘉定区,2086,7.3,7.5,7.6,74,上海市,121.3186035,31.29886006
本菜, 嘉定区,707,7.4,7.5,7.4,28,上海市,121.3186035,31.29886006
甜点, 嘉定区,339,8.2,7.8,8.2,15,上海市,121.3186035,31.29886006
快餐, 嘉定区,1145,7.8,7.7,7.6,25,上海市,121.3186006,31.2980204
甜点, 嘉定区,30,7.2,7.1,7.1,8,上海市,121.3186006,31.2980204
咖啡厅, 嘉定区,0,0,0,0,31,上海市,121.3186006,31.2980204
快餐, 青浦区,128,7.1,7.3,7.2,47,上海市,121.3185734,31.19655484
火锅, 嘉定区,101,7.2,7.3,7.5,27,上海市,121.3185666,31.24121568
湘菜, 嘉定区,15,7.2,7.3,7.2,79,上海市,121.3185202,31.24626249
湘菜, 嘉定区,27,7,6.9,6.6,58,上海市,121.3185202,31.24626249
湘菜, 嘉定区,10,6.2,6.2,6.3,22,上海市,121.3185088,31.24033619
火锅, 嘉定区,570,7.8,7.4,7.7,68,上海市,121.3185088,31.24033619
快餐, 嘉定区,207,7.9,7.5,7.9,11,上海市,121.3185088,31.24033619
西餐, 嘉定区,42,7.6,7.6,7.5,35,上海市,121.3185088,31.24033619
甜点, 嘉定区,525,8.4,8,8.2,12,上海市,121.3185088,31.24033619
甜点, 嘉定区,66,7.4,7.4,7.5,25,上海市,121.3185088,31.24033619
甜点, 嘉定区,16,6.9,6.9,6.9,12,上海市,121.3185088,31.24033619
快餐, 松江区,62,8.8,8.6,8.7,29,上海市,121.3185095,31.13926746
甜点, 嘉定区,3,6.9,6.9,6.9,11,上海市,121.3184903,31.24654042
甜点, 嘉定区,28,6.7,6.8,7,12,上海市,121.318381,31.24112807
甜点, 嘉定区,62,7.4,7.4,7.5,13,上海市,121.31836,31.24110313
快餐, 闵行区,47,8.3,8.3,8.1,38,上海市,121.3183569,31.19597254
美食, 闵行区,14,6.8,6.7,6.6,53,上海市,121.3183569,31.19597254
快餐, 松江区,128,8.2,8.1,8.4,26,上海市,121.3182754,31.44801533
快餐, 嘉定区,28,7.5,7.4,7.5,13,上海市,121.3182922,31.24106427
浙菜, 闵行区,31,7.2,7.1,7.2,88,上海市,121.3182887,31.22383524
浙菜, 嘉定区,174,7,6.4,6.6,51,上海市,121.3181864,31.28845204
快餐, 闵行区,97,7.6,7.5,7.6,47,上海市,121.3181195,31.19626685
火锅, 嘉定区,17,7.3,6.8,7.1,84,上海市,121.3180776,31.28903201
火锅, 松江区,31,6.5,6.4,6.5,47,上海市,121.3179846,31.12849326
美食, 松江区,12,6.9,6.9,6.9,43,上海市,121.3179846,31.12849326
美食, 松江区,1,6.9,6.9,6.9,16,上海市,121.3179307,31.14013011
甜点, 嘉定区,16,7.4,7.4,7.4,11,上海市,121.31792,31.24113895
火锅, 松江区,2,6.9,7,6.9,34,上海市,121.3179008,31.14020412
甜点, 松江区,23,7,7.2,7.2,21,上海市,121.3178728,31.12835755
快餐, 嘉定区,42,7.6,7.4,7.7,15,上海市,121.3178189,31.24590699
咖啡厅, 松江区,17,7.5,7.5,7.6,50,上海市,121.317811,31.12789192
快餐, 松江区,12,7.5,7.4,7.3,11,上海市,121.3177711,31.1286146
快餐, 松江区,10,7.4,7.2,7.2,15,上海市,121.3177605,31.12383922
快餐, 嘉定区,14,6.6,6.7,6.7,31,上海市,121.3176576,31.28810419
烧烤, 嘉定区,55,7.3,7.3,7.2,87,上海市,121.3176166,31.2895047
美食, 闵行区,20,7,6.8,6.9,31,上海市,121.3176153,31.22336575
快餐, 嘉定区,19,7.4,7.4,7.4,28,上海市,121.3176088,31.24073872
川菜, 松江区,7,7.1,7,7.1,44,上海市,121.3176148,31.12440519
快餐, 松江区,44,7.1,7,6.9,23,上海市,121.3175675,31.12866996
快餐, 嘉定区,2,7.5,7.5,7.5,15,上海市,121.3175242,31.26134772
西餐, 松江区,1,6.8,6.8,6.8,17,上海市,121.3175117,31.12755467
龙虾, 嘉定区,16,7.1,6.8,7,82,上海市,121.3175006,31.25707563
川菜, 松江区,20,7.1,7.1,7.1,49,上海市,121.3175067,31.12765663
浙菜, 松江区,66,7.4,7.4,7.2,145,上海市,121.3174864,31.0969096
快餐, 松江区,177,7.4,7.5,7.2,24,上海市,121.3174864,31.0969096
快餐, 松江区,5,7.6,7.3,7.4,18,上海市,121.3174864,31.0969096
甜点, 松江区,3,6.9,6.9,7.3,11,上海市,121.3174598,31.12865617
烧烤, 嘉定区,249,8.1,7.6,7.9,14,上海市,121.3174402,31.24052015
湘菜, 嘉定区,39,7.1,7.1,7.2,86,上海市,121.3174272,31.24031826
快餐, 松江区,44,7.5,7.4,7.4,25,上海市,121.3174338,31.12879815
烧烤, 嘉定区,4,7.1,7.1,7.1,48,上海市,121.3173899,31.24576987
料理, 松江区,46,7.1,7.1,7.3,48,上海市,121.3173969,31.14012313
助餐, 松江区,23,7.5,7.4,7.5,15,上海市,121.3173371,31.13914676
火锅, 松江区,252,8.3,7.9,8.4,72,上海市,121.3173291,31.13975745
甜点, 嘉定区,23,8.1,7.9,8,15,上海市,121.3172995,31.24056939
快餐, 闵行区,1,6.9,6.9,6.9,27,上海市,121.3172643,31.16234967
快餐, 松江区,31,6.8,6.9,6.9,9,上海市,121.3172325,30.93873036
快餐, 松江区,22,7.1,6.6,6.8,21,上海市,121.3172124,31.13985662
浙菜, 松江区,1,6.9,6.9,6.9,35,上海市,121.3171958,31.06496224
快餐, 松江区,126,7.3,7.2,7.3,11,上海市,121.3171235,31.12858086
甜点, 松江区,70,7.5,7.5,7.5,15,上海市,121.3171186,31.128331
快餐, 闵行区,490,8.2,8.1,7.8,63,上海市,121.3170918,31.19619884
快餐, 松江区,34,7.2,7.3,7.3,18,上海市,121.3170727,31.13944011
浙菜, 嘉定区,236,8.4,8.6,8.5,77,上海市,121.3170223,31.29704979
浙菜, 嘉定区,1516,7.5,7.6,7,111,上海市,121.3170223,31.29704979
川菜, 嘉定区,1387,7.6,8.2,7.6,89,上海市,121.3170223,31.29704979
川菜, 嘉定区,42,6.8,6.9,6.6,79,上海市,121.3170223,31.29704979
粤菜, 嘉定区,1593,7.7,8,7.9,89,上海市,121.3170223,31.29704979
湘菜, 嘉定区,989,7.2,7.6,7,94,上海市,121.3170223,31.29704979
北菜, 嘉定区,316,7.9,8,7.8,69,上海市,121.3170223,31.29704979
火锅, 嘉定区,4929,9.1,9,9.1,133,上海市,121.3170223,31.29704979
火锅, 嘉定区,933,8.7,8.8,8.6,131,上海市,121.3170223,31.29704979
火锅, 嘉定区,409,7.3,7.9,7.8,88,上海市,121.3170223,31.29704979
火锅, 嘉定区,48,6.9,7.4,7,57,上海市,121.3170223,31.29704979
火锅, 嘉定区,0,0,0,0,63,上海市,121.3170223,31.29704979
快餐, 嘉定区,101,6.9,7.5,7.2,64,上海市,121.3170223,31.29704979
快餐, 嘉定区,139,7.8,8,8,25,上海市,121.3170223,31.29704979
快餐, 嘉定区,433,7.5,7.5,7.9,17,上海市,121.3170223,31.29704979
快餐, 嘉定区,391,7.1,7.1,7,30,上海市,121.3170223,31.29704979
快餐, 嘉定区,327,7.3,7.2,7.2,18,上海市,121.3170223,31.29704979
快餐, 嘉定区,150,7.4,7.3,7.4,18,上海市,121.3170223,31.29704979
快餐, 嘉定区,256,7.4,7.3,7.2,20,上海市,121.3170223,31.29704979
快餐, 嘉定区,16,6.8,6.5,6.7,16,上海市,121.3170223,31.29704979
快餐, 嘉定区,96,6.9,6.8,6.8,21,上海市,121.3170223,31.29704979
快餐, 嘉定区,50,7.3,7.3,7.1,33,上海市,121.3170223,31.29704979
本菜, 嘉定区,1711,7.1,7.4,7.6,94,上海市,121.3170223,31.29704979
料理, 嘉定区,989,7.1,7.2,6.9,92,上海市,121.3170223,31.29704979
亚菜, 嘉定区,38,7.9,8.5,8.7,105,上海市,121.3170223,31.29704979
西餐, 嘉定区,1592,8.3,8.5,8.1,77,上海市,121.3170223,31.29704979
西餐, 嘉定区,297,7.6,8.3,7.8,56,上海市,121.3170223,31.29704979
甜点, 嘉定区,399,7.5,7.5,7.4,48,上海市,121.3170223,31.29704979
甜点, 嘉定区,705,8.1,7.9,7.8,33,上海市,121.3170223,31.29704979
甜点, 嘉定区,167,7.4,7.1,6.9,12,上海市,121.3170223,31.29704979
甜点, 嘉定区,69,7.2,7,6.9,18,上海市,121.3170223,31.29704979
疆菜, 嘉定区,1867,8.1,7.8,8,90,上海市,121.3170223,31.29704979
咖啡厅, 嘉定区,325,7.9,8,7.7,44,上海市,121.3170223,31.29704979
北菜, 松江区,0,0,0,0,18,上海市,121.3170092,31.1239206
快餐, 松江区,29,6.8,6.9,6.8,45,上海市,121.3170038,31.12825826
快餐, 松江区,32,7.3,7.2,7.2,23,上海市,121.31692,31.13958732
快餐, 松江区,4,7.5,7.4,7.5,17,上海市,121.316888,31.09368654
火锅, 松江区,4,6.7,6.7,6.9,25,上海市,121.3168462,31.1285434
本菜, 嘉定区,21,7.4,7.1,7.3,18,上海市,121.3168335,31.24079817
甜点, 嘉定区,45,7.1,7.1,7.1,19,上海市,121.3168335,31.24079817
北菜, 松江区,29,7.4,7.3,7.2,60,上海市,121.3168362,31.13939358
快餐, 松江区,1,7.5,7.5,7.5,15,上海市,121.3168274,30.95049015
快餐, 嘉定区,20,7.2,7.1,7.1,31,上海市,121.3167863,31.29168539
快餐, 松江区,52,7.3,7.1,7.3,24,上海市,121.3167365,31.13903796
川菜, 松江区,19,7.3,7.3,7.5,15,上海市,121.316735,31.07439873
川菜, 松江区,2,7.1,7.1,7.1,44,上海市,121.316735,31.07439873
快餐, 松江区,24,7.3,7.6,7.1,33,上海市,121.3167185,31.13989154
常菜, 松江区,40,6.9,7,7,54,上海市,121.3166996,31.13899306
美食, 松江区,0,0,0,0,80,上海市,121.3167067,30.95039044
川菜, 松江区,42,6.8,6.8,6.7,53,上海市,121.3166767,31.13890815
甜点, 杨浦区,4,6.8,6.9,6.8,30,上海市,121.316705,30.73473513
粤菜, 松江区,124,6.9,7.2,6.8,78,上海市,121.3166636,31.13973673
快餐, 松江区,9,7.5,7.3,7.3,27,上海市,121.3166446,31.12830092
美食, 松江区,11,7.8,7.8,7.8,27,上海市,121.3166402,31.06362806
甜点, 嘉定区,443,7.7,7.8,7.3,38,上海市,121.3165732,31.29854105
浙菜, 嘉定区,144,7.4,7.6,7,105,上海市,121.3165019,31.29188985
火锅, 嘉定区,168,8,8,7.9,77,上海市,121.3164619,31.2924397
浙菜, 松江区,28,7.7,7.8,7.6,68,上海市,121.3164486,30.95804139
浙菜, 松江区,8,6.8,6.7,6.7,51,上海市,121.3164486,30.95804139
快餐, 松江区,6,6.9,7.1,7,20,上海市,121.3164192,31.13940837
湘菜, 嘉定区,8,7.8,7.2,7.5,60,上海市,121.3163921,31.24601166
浙菜, 嘉定区,83,6.6,6.5,6.5,87,上海市,121.3163667,31.30917729
快餐, 松江区,12,7.3,7.2,7.5,15,上海市,121.3163955,30.94946658
咖啡厅, 闵行区,447,7.5,7.2,7.3,40,上海市,121.3163535,31.19578545
火锅, 闵行区,23,7.3,7.2,7.3,38,上海市,121.3163525,31.19619525
快餐, 闵行区,126,7,7.2,7.2,38,上海市,121.3163525,31.19619525
快餐, 闵行区,165,6.4,6.6,6.4,52,上海市,121.3163525,31.19619525
快餐, 闵行区,47,6.5,6.5,6.5,37,上海市,121.3163525,31.19619525
甜点, 闵行区,102,6.6,6.2,6.1,17,上海市,121.3163525,31.19619525
咖啡厅, 闵行区,116,7.2,7,6.8,38,上海市,121.3163525,31.19619525
料理, 松江区,290,8.3,8.5,8.1,83,上海市,121.3162965,31.13915474
甜点, 松江区,1,6.9,6.9,6.9,50,上海市,121.3162885,31.15083455
快餐, 松江区,8,7.2,7.2,7.2,15,上海市,121.3162526,31.13893694
西餐, 松江区,22,7.6,7.5,7.6,55,上海市,121.3161688,31.13915598
料理, 闵行区,142,5.5,5.8,5.8,34,上海市,121.3161251,31.19529713
湘菜, 嘉定区,168,6.9,6.9,7,64,上海市,121.3160718,31.29253641
烧烤, 嘉定区,68,7.1,7.4,7.2,98,上海市,121.3160718,31.29253641
烧烤, 嘉定区,32,7.3,7.5,7.2,69,上海市,121.3160718,31.29253641
本菜, 松江区,410,8.5,8.3,8.4,120,上海市,121.316065,31.13901225
快餐, 嘉定区,110,7.6,7.9,7.9,48,上海市,121.3160385,31.29738953
快餐, 嘉定区,14,7.6,7.6,7.6,15,上海市,121.3160169,31.24614031
火锅, 松江区,16,7.2,7.3,7.5,81,上海市,121.3159982,31.13907035
咖啡厅, 松江区,236,7.3,7.5,7.4,42,上海市,121.3159952,31.13904337
川菜, 嘉定区,9,6.9,6.8,6.8,35,上海市,121.3159531,31.29249065
西餐, 嘉定区,91,7.9,7.7,7.7,32,上海市,121.3159531,31.29249065
甜点, 嘉定区,33,6.8,6.8,6.6,19,上海市,121.3159531,31.29249065
甜点, 嘉定区,31,7.3,7.1,7.2,17,上海市,121.3159531,31.29249065
快餐, 嘉定区,224,7.9,7.1,7.4,25,上海市,121.3159391,31.24646331
火锅, 松江区,6,7.2,7.4,7.4,20,上海市,121.3159453,31.13928034
快餐, 闵行区,256,7.1,6.6,6.2,32,上海市,121.3159115,31.19593322
快餐, 松江区,26,7.2,7.1,7.2,16,上海市,121.3158974,31.13927143
甜点, 松江区,19,7.8,7.8,7.9,33,上海市,121.3158974,31.13927143
快餐, 闵行区,347,6.9,6.9,6.8,38,上海市,121.3158666,31.19527963
快餐, 闵行区,545,8,7.7,7.6,44,上海市,121.3158666,31.19527963
北菜, 嘉定区,59,6.8,6.9,6.6,23,上海市,121.3158555,31.29024074
快餐, 嘉定区,81,7.1,7,7,29,上海市,121.3158413,31.2928857
快餐, 嘉定区,49,7.2,7.1,7.2,14,上海市,121.3158424,31.24587576
浙菜, 嘉定区,335,8.2,8.2,8.2,111,上海市,121.3158363,31.29301066
粤菜, 嘉定区,7,7.2,7.1,7,28,上海市,121.3158363,31.29301066
火锅, 嘉定区,448,8.4,8.3,8.2,136,上海市,121.3158363,31.29301066
美食, 松江区,1,7,7,7,14,上海市,121.315822,31.06377553
浙菜, 嘉定区,12,7,7.5,7.1,80,上海市,121.3157946,31.29109551
助餐, 嘉定区,426,7,7.6,7.3,114,上海市,121.3157946,31.29109551
海鲜, 嘉定区,87,7.1,7.4,7.3,125,上海市,121.3157946,31.29109551
西餐, 嘉定区,189,8.7,9,9.1,163,上海市,121.3157735,31.2927179
快餐, 嘉定区,47,7.4,7.3,7.4,18,上海市,121.3157617,31.24381884
快餐, 嘉定区,8,7.5,7.3,7.3,19,上海市,121.3157467,31.24395681
甜点, 嘉定区,11,7.2,7,7.2,11,上海市,121.3157467,31.24395681
龙虾, 松江区,4,6.7,6.6,6.6,55,上海市,121.3157562,31.06337289
美食, 嘉定区,46,7.3,7.3,7.4,26,上海市,121.3157196,31.29227918
咖啡厅, 嘉定区,522,8.1,8.8,7.8,48,上海市,121.3157196,31.29227918
快餐, 嘉定区,8,7,7.1,7.1,16,上海市,121.3157196,31.29227918
甜点, 嘉定区,61,7.3,7.4,7.3,22,上海市,121.3156937,31.29254012
川菜, 松江区,2,6.9,6.9,6.9,45,上海市,121.315721,30.94937791
快餐, 嘉定区,10,7.3,7.3,7.2,25,上海市,121.3156902,31.31006723
快餐, 嘉定区,9,7.6,7.4,7.5,35,上海市,121.3156878,31.29157052
快餐, 嘉定区,34,6.8,6.9,7.1,24,上海市,121.3156878,31.24490349
甜点, 嘉定区,133,7.5,7.7,7.6,32,上海市,121.3156628,31.29241923
快餐, 嘉定区,4,6.6,6.7,6.7,15,上海市,121.3156649,31.24460967
快餐, 松江区,11,6.7,6.7,6.7,17,上海市,121.3155715,31.06496832
快餐, 松江区,0,0,0,0,27,上海市,121.3155582,31.11490229
甜点, 松江区,159,7.4,7.5,7.4,17,上海市,121.3155463,31.13829762
料理, 松江区,193,8,8.1,8.3,102,上海市,121.3155432,31.13932208
川菜, 松江区,0,0,0,0,73,上海市,121.3155299,31.01460367
浙菜, 松江区,11,6.8,7,6.9,53,上海市,121.3155314,30.95013182
